index,sim,tem,mass,n,occ,x,y,MRT
2472,106,12,7,25,8,4.415,5.8,26.40243397
2473,106,12,7,25,8,7.185,3.8,26.40152459
2474,106,12,7,25,8,7.185,5.8,26.40889619
2475,106,12,7,25,8,10.185,3.8,26.42575469
2476,106,12,7,25,8,13.175,5.8,26.4354785
2477,106,12,7,25,8,15.885,3.8,26.35308763
2478,106,12,7,25,8,15.885,5.8,26.37947403
2479,107,22,31,25,8,4.415,3.8,26.60868763
2480,107,22,31,25,8,4.415,5.8,26.58934974
2481,107,22,31,25,8,7.185,3.8,26.71836807
2482,107,22,31,25,8,7.185,5.8,26.70451557
2483,107,22,31,25,8,10.185,3.8,26.70920456
2484,107,22,31,25,8,13.175,5.8,26.73924398
2485,107,22,31,25,8,15.885,3.8,26.58738435
2486,107,22,31,25,8,15.885,5.8,26.600846
2487,108,21,27,25,8,4.415,3.8,26.56654544
2488,108,21,27,25,8,4.415,5.8,26.53903619
2489,108,21,27,25,8,7.185,3.8,26.66216207
2490,108,21,27,25,8,7.185,5.8,26.65532211
2491,108,21,27,25,8,10.185,3.8,26.65070327
2492,108,21,27,25,8,13.175,5.8,26.69011873
2493,108,21,27,25,8,15.885,3.8,26.54442101
2494,108,21,27,25,8,15.885,5.8,26.54828422
2495,109,20,12,20,8,4.415,3.8,22.0257627
2496,109,20,12,20,8,4.415,5.8,22.00501139
2497,109,20,12,20,8,7.185,3.8,22.07656784
2498,109,20,12,20,8,7.185,5.8,22.08176168
2499,109,20,12,20,8,10.185,3.8,22.11104444
2500,109,20,12,20,8,13.175,5.8,22.14456656
2501,109,20,12,20,8,15.885,3.8,22.00024334
2502,109,20,12,20,8,15.885,5.8,21.99802328
2503,110,16,12,21,8,4.415,3.8,22.91841658
2504,110,16,12,21,8,4.415,5.8,22.89691005
2505,110,16,12,21,8,7.185,3.8,23.00594031
2506,110,16,12,21,8,7.185,5.8,22.99860309
2507,110,16,12,21,8,10.185,3.8,23.00529112
2508,110,16,12,21,8,13.175,5.8,23.03831354
2509,110,16,12,21,8,15.885,3.8,22.89167648
2510,110,16,12,21,8,15.885,5.8,22.89005796
2511,111,16,22,23,8,4.415,3.8,24.75821864
2512,111,16,22,23,8,4.415,5.8,24.74368867
2513,111,16,22,23,8,7.185,3.8,24.86718805
2514,111,16,22,23,8,7.185,5.8,24.859045
2515,111,16,22,23,8,10.185,3.8,24.8576789
2516,111,16,22,23,8,13.175,5.8,24.89643807
2517,111,16,22,23,8,15.885,3.8,24.74601572
2518,111,16,22,23,8,15.885,5.8,24.74644868
2519,112,22,7,27,8,4.415,3.8,27.99495343
2520,112,22,7,27,8,4.415,5.8,28.06960719
2521,112,22,7,27,8,7.185,3.8,27.97456773
2522,112,22,7,27,8,7.185,5.8,28.00768424
2523,112,22,7,27,8,10.185,3.8,28.05136431
2524,112,22,7,27,8,13.175,5.8,28.07879221
2525,112,22,7,27,8,15.885,3.8,28.01489459
2526,112,22,7,27,8,15.885,5.8,28.03597622
2527,113,19,28,20,8,4.415,3.8,22.20903507
2528,113,19,28,20,8,4.415,5.8,22.17618353
2529,113,19,28,20,8,7.185,3.8,22.32947046
2530,113,19,28,20,8,7.185,5.8,22.3201744
2531,113,19,28,20,8,10.185,3.8,22.32192442
2532,113,19,28,20,8,13.175,5.8,22.36332223
2533,113,19,28,20,8,15.885,3.8,22.17104845
2534,113,19,28,20,8,15.885,5.8,22.17961666
2535,114,19,31,25,8,4.415,3.8,26.60294027
2536,114,19,31,25,8,4.415,5.8,26.5815978
2537,114,19,31,25,8,7.185,3.8,26.70268579
2538,114,19,31,25,8,7.185,5.8,26.69656789
2539,114,19,31,25,8,10.185,3.8,26.69796543
2540,114,19,31,25,8,13.175,5.8,26.72959572
2541,114,19,31,25,8,15.885,3.8,26.57896211
2542,114,19,31,25,8,15.885,5.8,26.59082293
2543,115,16,3,22,8,4.415,3.8,23.68301217
2544,115,16,3,22,8,4.415,5.8,23.68751301
2545,115,16,3,22,8,7.185,3.8,23.65925075
2546,115,16,3,22,8,7.185,5.8,23.68723294
2547,115,16,3,22,8,10.185,3.8,23.72790052
2548,115,16,3,22,8,13.175,5.8,23.75928491
2549,115,16,3,22,8,15.885,3.8,23.67210884
2550,115,16,3,22,8,15.885,5.8,23.65973549
2551,116,18,17,26,8,4.415,3.8,27.31301291
2552,116,18,17,26,8,4.415,5.8,27.31098518
2553,116,18,17,26,8,7.185,3.8,27.36464051
2554,116,18,17,26,8,7.185,5.8,27.3406506
2555,116,18,17,26,8,10.185,3.8,27.36498227
2556,116,18,17,26,8,13.175,5.8,27.39756646
2557,116,18,17,26,8,15.885,3.8,27.3037006
2558,116,18,17,26,8,15.885,5.8,27.30065929
2559,117,22,29,20,8,4.415,3.8,22.22328249
2560,117,22,29,20,8,4.415,5.8,22.19684882
2561,117,22,29,20,8,7.185,3.8,22.35538212
2562,117,22,29,20,8,7.185,5.8,22.34279141
2563,117,22,29,20,8,10.185,3.8,22.34457438
2564,117,22,29,20,8,13.175,5.8,22.38633821
2565,117,22,29,20,8,15.885,3.8,22.19119188
2566,117,22,29,20,8,15.885,5.8,22.20067527
2567,118,16,1,26,8,4.415,3.8,27.1733208
2568,118,16,1,26,8,4.415,5.8,27.19143345
2569,118,16,1,26,8,7.185,3.8,27.12324529
2570,118,16,1,26,8,7.185,5.8,27.11604613
2571,118,16,1,26,8,10.185,3.8,27.16573095
2572,118,16,1,26,8,13.175,5.8,27.14125523
2573,118,16,1,26,8,15.885,3.8,27.09827743
2574,118,16,1,26,8,15.885,5.8,27.18000731
2575,119,16,26,26,8,4.415,3.8,27.43450752
2576,119,16,26,26,8,4.415,5.8,27.40697091
2577,119,16,26,26,8,7.185,3.8,27.52040314
2578,119,16,26,26,8,7.185,5.8,27.51224797
2579,119,16,26,26,8,10.185,3.8,27.51217383
2580,119,16,26,26,8,13.175,5.8,27.55189855
2581,119,16,26,26,8,15.885,3.8,27.4139893
2582,119,16,26,26,8,15.885,5.8,27.41624642
2583,120,27,8,26,8,4.415,3.8,27.08449515
2584,120,27,8,26,8,4.415,5.8,27.15797554
2585,120,27,8,26,8,7.185,3.8,27.06308198
2586,120,27,8,26,8,7.185,5.8,27.08236627
2587,120,27,8,26,8,10.185,3.8,27.14057259
2588,120,27,8,26,8,13.175,5.8,27.16427743
2589,120,27,8,26,8,15.885,3.8,27.08409839
2590,120,27,8,26,8,15.885,5.8,27.13397
2591,121,18,15,25,8,4.415,3.8,26.43566364
2592,121,18,15,25,8,4.415,5.8,26.41818059
2593,121,18,15,25,8,7.185,3.8,26.4538849
2594,121,18,15,25,8,7.185,5.8,26.44992487
2595,121,18,15,25,8,10.185,3.8,26.4960181
2596,121,18,15,25,8,13.175,5.8,26.52186722
2597,121,18,15,25,8,15.885,3.8,26.41138261
2598,121,18,15,25,8,15.885,5.8,26.4019428
2599,122,23,3,21,8,4.415,3.8,22.69934395
2600,122,23,3,21,8,4.415,5.8,22.7549469
2601,122,23,3,21,8,7.185,3.8,22.71694124
2602,122,23,3,21,8,7.185,5.8,22.7270483
2603,122,23,3,21,8,10.185,3.8,22.77867035
2604,122,23,3,21,8,13.175,5.8,22.8184301
2605,122,23,3,21,8,15.885,3.8,22.71994853
2606,122,23,3,21,8,15.885,5.8,22.71023758
2607,123,17,8,24,8,4.415,3.8,25.48797923
2608,123,17,8,24,8,4.415,5.8,25.48477934
2609,123,17,8,24,8,7.185,3.8,25.46162802
2610,123,17,8,24,8,7.185,5.8,25.49541759
2611,123,17,8,24,8,10.185,3.8,25.5159218
2612,123,17,8,24,8,13.175,5.8,25.55052591
2613,123,17,8,24,8,15.885,3.8,25.46013113
2614,123,17,8,24,8,15.885,5.8,25.44921812
2615,124,17,15,25,8,4.415,3.8,26.44957423
2616,124,17,15,25,8,4.415,5.8,26.41788166
2617,124,17,15,25,8,7.185,3.8,26.47742116
2618,124,17,15,25,8,7.185,5.8,26.44929133
2619,124,17,15,25,8,10.185,3.8,26.47463543
2620,124,17,15,25,8,13.175,5.8,26.51568839
2621,124,17,15,25,8,15.885,3.8,26.41179213
2622,124,17,15,25,8,15.885,5.8,26.41169073
2623,125,16,8,20,8,4.415,3.8,22.01680968
2624,125,16,8,20,8,4.415,5.8,21.98180388
2625,125,16,8,20,8,7.185,3.8,22.02947188
2626,125,16,8,20,8,7.185,5.8,22.03031713
2627,125,16,8,20,8,10.185,3.8,22.04557624
2628,125,16,8,20,8,13.175,5.8,22.09954445
2629,125,16,8,20,8,15.885,3.8,21.97143214
2630,125,16,8,20,8,15.885,5.8,21.96486488
2631,126,11,6,21,8,4.415,3.8,22.90664878
2632,126,11,6,21,8,4.415,5.8,22.88394068
2633,126,11,6,21,8,7.185,3.8,22.95911725
2634,126,11,6,21,8,7.185,5.8,22.95434318
2635,126,11,6,21,8,10.185,3.8,22.94775759
2636,126,11,6,21,8,13.175,5.8,23.00322509
2637,126,11,6,21,8,15.885,3.8,22.87295968
2638,126,11,6,21,8,15.885,5.8,22.86751209
2639,127,19,3,23,8,4.415,3.8,24.50908073
2640,127,19,3,23,8,4.415,5.8,24.52498574
2641,127,19,3,23,8,7.185,3.8,24.50726873
2642,127,19,3,23,8,7.185,5.8,24.51209906
2643,127,19,3,23,8,10.185,3.8,24.54482148
2644,127,19,3,23,8,13.175,5.8,24.58833421
2645,127,19,3,23,8,15.885,3.8,24.50392515
2646,127,19,3,23,8,15.885,5.8,24.5076788
2647,128,17,16,24,8,4.415,3.8,25.57661395
2648,128,17,16,24,8,4.415,5.8,25.55866567
2649,128,17,16,24,8,7.185,3.8,25.61987492
2650,128,17,16,24,8,7.185,5.8,25.63371912
2651,128,17,16,24,8,10.185,3.8,25.65640071
2652,128,17,16,24,8,13.175,5.8,25.67830068
2653,128,17,16,24,8,15.885,3.8,25.55951609
2654,128,17,16,24,8,15.885,5.8,25.55127244
2655,129,17,23,23,8,4.415,3.8,24.77342102
2656,129,17,23,23,8,4.415,5.8,24.75301336
2657,129,17,23,23,8,7.185,3.8,24.88052854
2658,129,17,23,23,8,7.185,5.8,24.8694259
2659,129,17,23,23,8,10.185,3.8,24.86545729
2660,129,17,23,23,8,13.175,5.8,24.90775609
2661,129,17,23,23,8,15.885,3.8,24.75643132
2662,129,17,23,23,8,15.885,5.8,24.75649639
2663,130,16,3,24,8,4.415,3.8,25.44122308
2664,130,16,3,24,8,4.415,5.8,25.44727972
2665,130,16,3,24,8,7.185,3.8,25.42156733
2666,130,16,3,24,8,7.185,5.8,25.44646641
2667,130,16,3,24,8,10.185,3.8,25.45016802
2668,130,16,3,24,8,13.175,5.8,25.48645985
2669,130,16,3,24,8,15.885,3.8,25.4227312
2670,130,16,3,24,8,15.885,5.8,25.4213865
2671,131,19,24,25,8,4.415,3.8,26.53739465
2672,131,19,24,25,8,4.415,5.8,26.51213767
2673,131,19,24,25,8,7.185,3.8,26.618317
2674,131,19,24,25,8,7.185,5.8,26.61616835
2675,131,19,24,25,8,10.185,3.8,26.61904569
2676,131,19,24,25,8,13.175,5.8,26.65501428
2677,131,19,24,25,8,15.885,3.8,26.51756937
2678,131,19,24,25,8,15.885,5.8,26.51917424
2679,132,15,2,27,8,4.415,3.8,28.05733532
2680,132,15,2,27,8,4.415,5.8,28.07540422
2681,132,15,2,27,8,7.185,3.8,27.96945054
2682,132,15,2,27,8,7.185,5.8,28.0288034
2683,132,15,2,27,8,10.185,3.8,28.04670962
2684,132,15,2,27,8,13.175,5.8,28.01389732
2685,132,15,2,27,8,15.885,3.8,28.00340256
2686,132,15,2,27,8,15.885,5.8,28.06572332
2687,133,18,16,24,8,4.415,3.8,25.56814639
2688,133,18,16,24,8,4.415,5.8,25.54879706
2689,133,18,16,24,8,7.185,3.8,25.60759203
2690,133,18,16,24,8,7.185,5.8,25.6180502
2691,133,18,16,24,8,10.185,3.8,25.64829679
2692,133,18,16,24,8,13.175,5.8,25.671966
2693,133,18,16,24,8,15.885,3.8,25.54712168
2694,133,18,16,24,8,15.885,5.8,25.54789709
2695,134,15,13,23,8,4.415,3.8,24.69750879
2696,134,15,13,23,8,4.415,5.8,24.65757985
2697,134,15,13,23,8,7.185,3.8,24.72974961
2698,134,15,13,23,8,7.185,5.8,24.70980999
2699,134,15,13,23,8,10.185,3.8,24.7275282
2700,134,15,13,23,8,13.175,5.8,24.77387311
2701,134,15,13,23,8,15.885,3.8,24.65546684
2702,134,15,13,23,8,15.885,5.8,24.64902027
2703,135,11,9,28,8,4.415,3.8,29.06671694
2704,135,11,9,28,8,4.415,5.8,29.03732366
2705,135,11,9,28,8,7.185,3.8,29.04731861
2706,135,11,9,28,8,7.185,5.8,29.0240193
2707,135,11,9,28,8,10.185,3.8,29.0716635
2708,135,11,9,28,8,13.175,5.8,29.06703144
2709,135,11,9,28,8,15.885,3.8,29.0496351
2710,135,11,9,28,8,15.885,5.8,29.08219183
2711,136,23,9,28,8,4.415,3.8,28.88730056
2712,136,23,9,28,8,4.415,5.8,28.95905035
2713,136,23,9,28,8,7.185,3.8,28.87075967
2714,136,23,9,28,8,7.185,5.8,28.88533907
2715,136,23,9,28,8,10.185,3.8,28.93737716
2716,136,23,9,28,8,13.175,5.8,28.97001436
2717,136,23,9,28,8,15.885,3.8,28.91390373
2718,136,23,9,28,8,15.885,5.8,28.92540286
2719,137,21,30,20,8,4.415,3.8,22.22903002
2720,137,21,30,20,8,4.415,5.8,22.19906216
2721,137,21,30,20,8,7.185,3.8,22.3655567
2722,137,21,30,20,8,7.185,5.8,22.34712381
2723,137,21,30,20,8,10.185,3.8,22.35368025
2724,137,21,30,20,8,13.175,5.8,22.39068067
2725,137,21,30,20,8,15.885,3.8,22.20046911
2726,137,21,30,20,8,15.885,5.8,22.20905326
2727,138,20,2,28,8,4.415,3.8,28.90245217
2728,138,20,2,28,8,4.415,5.8,28.90777133
2729,138,20,2,28,8,7.185,3.8,28.80347204
2730,138,20,2,28,8,7.185,5.8,28.79999261
2731,138,20,2,28,8,10.185,3.8,28.80343692
2732,138,20,2,28,8,13.175,5.8,28.80366885
2733,138,20,2,28,8,15.885,3.8,28.8449395
2734,138,20,2,28,8,15.885,5.8,28.81127959
2735,139,14,5,27,8,4.415,3.8,28.08931811
2736,139,14,5,27,8,4.415,5.8,28.08289738
2737,139,14,5,27,8,7.185,3.8,28.05764617
2738,139,14,5,27,8,7.185,5.8,28.04105726
2739,139,14,5,27,8,10.185,3.8,28.10694391
2740,139,14,5,27,8,13.175,5.8,28.103497
2741,139,14,5,27,8,15.885,3.8,28.07797531
2742,139,14,5,27,8,15.885,5.8,28.08408766
2743,140,12,14,27,8,4.415,3.8,28.21570919
2744,140,12,14,27,8,4.415,5.8,28.19668533
2745,140,12,14,27,8,7.185,3.8,28.21614964
2746,140,12,14,27,8,7.185,5.8,28.20977293
2747,140,12,14,27,8,10.185,3.8,28.23784583
2748,140,12,14,27,8,13.175,5.8,28.28106165
2749,140,12,14,27,8,15.885,3.8,28.19721688
2750,140,12,14,27,8,15.885,5.8,28.19951602
2751,141,20,25,25,8,4.415,3.8,26.54508137
2752,141,20,25,25,8,4.415,5.8,26.52355468
2753,141,20,25,25,8,7.185,3.8,26.63563883
2754,141,20,25,25,8,7.185,5.8,26.62957872
2755,141,20,25,25,8,10.185,3.8,26.62925672
2756,141,20,25,25,8,13.175,5.8,26.66751063
2757,141,20,25,25,8,15.885,3.8,26.52539337
2758,141,20,25,25,8,15.885,5.8,26.52703316
2759,142,20,2,21,8,4.415,3.8,22.77815067
2760,142,20,2,21,8,4.415,5.8,22.77062843
2761,142,20,2,21,8,7.185,3.8,22.76703819
2762,142,20,2,21,8,7.185,5.8,22.75591747
2763,142,20,2,21,8,10.185,3.8,22.78077005
2764,142,20,2,21,8,13.175,5.8,22.83057146
2765,142,20,2,21,8,15.885,3.8,22.73723342
2766,142,20,2,21,8,15.885,5.8,22.74249291
2767,143,16,12,24,8,4.415,3.8,25.54009311
2768,143,16,12,24,8,4.415,5.8,25.52704604
2769,143,16,12,24,8,7.185,3.8,25.57422868
2770,143,16,12,24,8,7.185,5.8,25.56245884
2771,143,16,12,24,8,10.185,3.8,25.60647121
2772,143,16,12,24,8,13.175,5.8,25.6369093
2773,143,16,12,24,8,15.885,3.8,25.51944162
2774,143,16,12,24,8,15.885,5.8,25.50500606
2775,144,19,26,27,8,4.415,3.8,28.30711401
2776,144,19,26,27,8,4.415,5.8,28.28459176
2777,144,19,26,27,8,7.185,3.8,28.38500747
2778,144,19,26,27,8,7.185,5.8,28.38029126
2779,144,19,26,27,8,10.185,3.8,28.38541516
2780,144,19,26,27,8,13.175,5.8,28.41447148
2781,144,19,26,27,8,15.885,3.8,28.28666045
2782,144,19,26,27,8,15.885,5.8,28.29156689
2783,145,22,27,25,8,4.415,3.8,26.56667797
2784,145,22,27,25,8,4.415,5.8,26.54227066
2785,145,22,27,25,8,7.185,3.8,26.65844953
2786,145,22,27,25,8,7.185,5.8,26.65578993
2787,145,22,27,25,8,10.185,3.8,26.65064581
2788,145,22,27,25,8,13.175,5.8,26.69114932
2789,145,22,27,25,8,15.885,3.8,26.54457716
2790,145,22,27,25,8,15.885,5.8,26.54995153
2791,146,17,7,22,8,4.415,3.8,23.72408023
2792,146,17,7,22,8,4.415,5.8,23.71836565
2793,146,17,7,22,8,7.185,3.8,23.70041701
2794,146,17,7,22,8,7.185,5.8,23.73331805
2795,146,17,7,22,8,10.185,3.8,23.75507613
2796,146,17,7,22,8,13.175,5.8,23.79253711
2797,146,17,7,22,8,15.885,3.8,23.69397142
2798,146,17,7,22,8,15.885,5.8,23.68917316
2799,147,19,1,27,8,4.415,3.8,28.03830435
2800,147,19,1,27,8,4.415,5.8,28.02211308
2801,147,19,1,27,8,7.185,3.8,27.94915901
2802,147,19,1,27,8,7.185,5.8,27.92865364
2803,147,19,1,27,8,10.185,3.8,27.96848529
2804,147,19,1,27,8,13.175,5.8,27.93166067
2805,147,19,1,27,8,15.885,3.8,27.98404867
2806,147,19,1,27,8,15.885,5.8,27.94439922
2807,148,25,4,26,8,4.415,3.8,27.04099143
2808,148,25,4,26,8,4.415,5.8,27.12435731
2809,148,25,4,26,8,7.185,3.8,27.0066607
2810,148,25,4,26,8,7.185,5.8,27.03254294
2811,148,25,4,26,8,10.185,3.8,27.09624906
2812,148,25,4,26,8,13.175,5.8,27.12715045
2813,148,25,4,26,8,15.885,3.8,27.07066096
2814,148,25,4,26,8,15.885,5.8,27.08590553
2815,149,15,31,20,8,4.415,3.8,22.21448576
2816,149,15,31,20,8,4.415,5.8,22.18806837
2817,149,15,31,20,8,7.185,3.8,22.34524046
2818,149,15,31,20,8,7.185,5.8,22.32579869
2819,149,15,31,20,8,10.185,3.8,22.33692774
2820,149,15,31,20,8,13.175,5.8,22.36890468
2821,149,15,31,20,8,15.885,3.8,22.17675411
2822,149,15,31,20,8,15.885,5.8,22.18953643
2823,150,17,4,24,8,4.415,3.8,25.43691992
2824,150,17,4,24,8,4.415,5.8,25.4594053
2825,150,17,4,24,8,7.185,3.8,25.41170325
2826,150,17,4,24,8,7.185,5.8,25.43458138
2827,150,17,4,24,8,10.185,3.8,25.4291931
2828,150,17,4,24,8,13.175,5.8,25.4723258
2829,150,17,4,24,8,15.885,3.8,25.40908744
2830,150,17,4,24,8,15.885,5.8,25.40491002
2831,151,18,19,22,8,4.415,3.8,23.8632224
2832,151,18,19,22,8,4.415,5.8,23.83391615
2833,151,18,19,22,8,7.185,3.8,23.95765175
2834,151,18,19,22,8,7.185,5.8,23.94974069
2835,151,18,19,22,8,10.185,3.8,23.95307183
2836,151,18,19,22,8,13.175,5.8,23.99028539
2837,151,18,19,22,8,15.885,3.8,23.83347595
2838,151,18,19,22,8,15.885,5.8,23.83321555
2839,152,27,2,25,8,4.415,3.8,26.11034862
2840,152,27,2,25,8,4.415,5.8,26.18226147
2841,152,27,2,25,8,7.185,3.8,26.06915704
2842,152,27,2,25,8,7.185,5.8,26.07919684
2843,152,27,2,25,8,10.185,3.8,26.16599724
2844,152,27,2,25,8,13.175,5.8,26.16473866
2845,152,27,2,25,8,15.885,3.8,26.10950803
2846,152,27,2,25,8,15.885,5.8,26.17639161
2847,153,19,11,20,8,4.415,3.8,22.01301847
2848,153,19,11,20,8,4.415,5.8,21.99714275
2849,153,19,11,20,8,7.185,3.8,22.06201616
2850,153,19,11,20,8,7.185,5.8,22.07751173
2851,153,19,11,20,8,10.185,3.8,22.10244141
2852,153,19,11,20,8,13.175,5.8,22.134156
2853,153,19,11,20,8,15.885,3.8,21.99253161
2854,153,19,11,20,8,15.885,5.8,21.98587029
2855,154,15,14,28,8,4.415,3.8,29.06191195
2856,154,15,14,28,8,4.415,5.8,29.06125866
2857,154,15,14,28,8,7.185,3.8,29.05343092
2858,154,15,14,28,8,7.185,5.8,29.06769562
2859,154,15,14,28,8,10.185,3.8,29.10228961
2860,154,15,14,28,8,13.175,5.8,29.12881413
2861,154,15,14,28,8,15.885,3.8,29.0486742
2862,154,15,14,28,8,15.885,5.8,29.05243965
2863,155,15,26,26,8,4.415,3.8,27.43458568
2864,155,15,26,26,8,4.415,5.8,27.41142672
2865,155,15,26,26,8,7.185,3.8,27.52615561
2866,155,15,26,26,8,7.185,5.8,27.51373724
2867,155,15,26,26,8,10.185,3.8,27.51228229
2868,155,15,26,26,8,13.175,5.8,27.54986494
2869,155,15,26,26,8,15.885,3.8,27.41357536
2870,155,15,26,26,8,15.885,5.8,27.42220896
2871,156,15,27,22,8,4.415,3.8,23.93463336
2872,156,15,27,22,8,4.415,5.8,23.91078191
2873,156,15,27,22,8,7.185,3.8,24.04825319
2874,156,15,27,22,8,7.185,5.8,24.0367453
2875,156,15,27,22,8,10.185,3.8,24.02986629
2876,156,15,27,22,8,13.175,5.8,24.07188271
2877,156,15,27,22,8,15.885,3.8,23.90753331
2878,156,15,27,22,8,15.885,5.8,23.91286424
2879,157,15,16,20,8,4.415,3.8,22.09009772
2880,157,15,16,20,8,4.415,5.8,22.06730585
2881,157,15,16,20,8,7.185,3.8,22.20155346
2882,157,15,16,20,8,7.185,5.8,22.19331647
2883,157,15,16,20,8,10.185,3.8,22.19407135
2884,157,15,16,20,8,13.175,5.8,22.23004266
2885,157,15,16,20,8,15.885,3.8,22.05871397
2886,157,15,16,20,8,15.885,5.8,22.06184627
2887,158,18,3,21,8,4.415,3.8,22.79028011
2888,158,18,3,21,8,4.415,5.8,22.79272372
2889,158,18,3,21,8,7.185,3.8,22.77899194
2890,158,18,3,21,8,7.185,5.8,22.80393484
2891,158,18,3,21,8,10.185,3.8,22.81916872
2892,158,18,3,21,8,13.175,5.8,22.84996796
2893,158,18,3,21,8,15.885,3.8,22.76613799
2894,158,18,3,21,8,15.885,5.8,22.7417639
2895,159,24,7,28,8,4.415,3.8,28.84267599
2896,159,24,7,28,8,4.415,5.8,28.92710821
2897,159,24,7,28,8,7.185,3.8,28.80375022
2898,159,24,7,28,8,7.185,5.8,28.82265409
2899,159,24,7,28,8,10.185,3.8,28.9020163
2900,159,24,7,28,8,13.175,5.8,28.9317343
2901,159,24,7,28,8,15.885,3.8,28.85838846
2902,159,24,7,28,8,15.885,5.8,28.8924939
2903,160,23,4,23,8,4.415,3.8,24.45390897
2904,160,23,4,23,8,4.415,5.8,24.51593454
2905,160,23,4,23,8,7.185,3.8,24.45841966
2906,160,23,4,23,8,7.185,5.8,24.47293238
2907,160,23,4,23,8,10.185,3.8,24.525573
2908,160,23,4,23,8,13.175,5.8,24.55428659
2909,160,23,4,23,8,15.885,3.8,24.47329596
2910,160,23,4,23,8,15.885,5.8,24.47103931
2911,161,23,8,27,8,4.415,3.8,27.99925413
2912,161,23,8,27,8,4.415,5.8,28.07288048
2913,161,23,8,27,8,7.185,3.8,27.98702439
2914,161,23,8,27,8,7.185,5.8,28.00130836
2915,161,23,8,27,8,10.185,3.8,28.05775737
2916,161,23,8,27,8,13.175,5.8,28.08833273
2917,161,23,8,27,8,15.885,3.8,28.02718976
2918,161,23,8,27,8,15.885,5.8,28.03628555
2919,162,21,27,21,8,4.415,3.8,23.07031909
2920,162,21,27,21,8,4.415,5.8,23.05097187
2921,162,21,27,21,8,7.185,3.8,23.19176952
2922,162,21,27,21,8,7.185,5.8,23.1837045
2923,162,21,27,21,8,10.185,3.8,23.18284668
2924,162,21,27,21,8,13.175,5.8,23.21994678
2925,162,21,27,21,8,15.885,3.8,23.04039663
2926,162,21,27,21,8,15.885,5.8,23.05083149
2927,163,17,10,25,8,4.415,3.8,26.3696984
2928,163,17,10,25,8,4.415,5.8,26.38070388
2929,163,17,10,25,8,7.185,3.8,26.35716056
2930,163,17,10,25,8,7.185,5.8,26.39080641
2931,163,17,10,25,8,10.185,3.8,26.41373995
2932,163,17,10,25,8,13.175,5.8,26.4477543
2933,163,17,10,25,8,15.885,3.8,26.35793024
2934,163,17,10,25,8,15.885,5.8,26.35209501
2935,164,20,17,25,8,4.415,3.8,26.44370343
2936,164,20,17,25,8,4.415,5.8,26.42874307
2937,164,20,17,25,8,7.185,3.8,26.47394125
2938,164,20,17,25,8,7.185,5.8,26.46898116
2939,164,20,17,25,8,10.185,3.8,26.51697775
2940,164,20,17,25,8,13.175,5.8,26.5398562
2941,164,20,17,25,8,15.885,3.8,26.42716583
2942,164,20,17,25,8,15.885,5.8,26.41135697
2943,165,17,10,23,8,4.415,3.8,24.63829148
2944,165,17,10,23,8,4.415,5.8,24.61636972
2945,165,17,10,23,8,7.185,3.8,24.63288862
2946,165,17,10,23,8,7.185,5.8,24.642585
2947,165,17,10,23,8,10.185,3.8,24.66757936
2948,165,17,10,23,8,13.175,5.8,24.71166497
2949,165,17,10,23,8,15.885,3.8,24.60759515
2950,165,17,10,23,8,15.885,5.8,24.60631205
2951,166,15,12,24,8,4.415,3.8,25.54347517
2952,166,15,12,24,8,4.415,5.8,25.53160586
2953,166,15,12,24,8,7.185,3.8,25.57065738
2954,166,15,12,24,8,7.185,5.8,25.57494154
2955,166,15,12,24,8,10.185,3.8,25.6153804
2956,166,15,12,24,8,13.175,5.8,25.64404728
2957,166,15,12,24,8,15.885,3.8,25.52975021
2958,166,15,12,24,8,15.885,5.8,25.513018
2959,167,20,31,26,8,4.415,3.8,27.4819527
2960,167,20,31,26,8,4.415,5.8,27.45821541
2961,167,20,31,26,8,7.185,3.8,27.57457692
2962,167,20,31,26,8,7.185,5.8,27.56935943
2963,167,20,31,26,8,10.185,3.8,27.57124429
2964,167,20,31,26,8,13.175,5.8,27.60056534
2965,167,20,31,26,8,15.885,3.8,27.45833935
2966,167,20,31,26,8,15.885,5.8,27.46716202
2967,168,15,9,28,8,4.415,3.8,29.01951647
2968,168,15,9,28,8,4.415,5.8,29.03430414
2969,168,15,9,28,8,7.185,3.8,28.99924811
2970,168,15,9,28,8,7.185,5.8,29.01135421
2971,168,15,9,28,8,10.185,3.8,29.04683643
2972,168,15,9,28,8,13.175,5.8,29.07696507
2973,168,15,9,28,8,15.885,3.8,29.01617392
2974,168,15,9,28,8,15.885,5.8,29.01526389
2975,169,20,11,27,8,4.415,3.8,28.07649807
2976,169,20,11,27,8,4.415,5.8,28.13286252
2977,169,20,11,27,8,7.185,3.8,28.08140494
2978,169,20,11,27,8,7.185,5.8,28.10247074
2979,169,20,11,27,8,10.185,3.8,28.13999758
2980,169,20,11,27,8,13.175,5.8,28.16898268
2981,169,20,11,27,8,15.885,3.8,28.09399289
2982,169,20,11,27,8,15.885,5.8,28.10334612
2983,170,19,3,24,8,4.415,3.8,25.38037997
2984,170,19,3,24,8,4.415,5.8,25.40888971
2985,170,19,3,24,8,7.185,3.8,25.3606921
2986,170,19,3,24,8,7.185,5.8,25.37428607
2987,170,19,3,24,8,10.185,3.8,25.40965604
2988,170,19,3,24,8,13.175,5.8,25.44360599
2989,170,19,3,24,8,15.885,3.8,25.39092328
