index,sim,tem,mass,n,occ,x,y,MRT
1737,14,22,1,22,8,7.185,3.8,23.54715944
1738,14,22,1,22,8,7.185,5.8,23.58611109
1739,14,22,1,22,8,10.185,3.8,23.61273294
1740,14,22,1,22,8,13.175,5.8,23.66035581
1741,14,22,1,22,8,15.885,3.8,23.5676355
1742,14,22,1,22,8,15.885,5.8,23.57562546
1743,15,19,27,22,8,4.415,3.8,23.94049888
1744,15,19,27,22,8,4.415,5.8,23.9199111
1745,15,19,27,22,8,7.185,3.8,24.04684399
1746,15,19,27,22,8,7.185,5.8,24.04655342
1747,15,19,27,22,8,10.185,3.8,24.04429117
1748,15,19,27,22,8,13.175,5.8,24.08074339
1749,15,19,27,22,8,15.885,3.8,23.91362224
1750,15,19,27,22,8,15.885,5.8,23.92112565
1751,16,13,15,28,8,4.415,3.8,29.09143678
1752,16,13,15,28,8,4.415,5.8,29.08557479
1753,16,13,15,28,8,7.185,3.8,29.11173908
1754,16,13,15,28,8,7.185,5.8,29.1087087
1755,16,13,15,28,8,10.185,3.8,29.15193238
1756,16,13,15,28,8,13.175,5.8,29.17252284
1757,16,13,15,28,8,15.885,3.8,29.0850616
1758,16,13,15,28,8,15.885,5.8,29.08398724
1759,17,13,15,27,8,4.415,3.8,28.22160689
1760,17,13,15,27,8,4.415,5.8,28.20401799
1761,17,13,15,27,8,7.185,3.8,28.2276646
1762,17,13,15,27,8,7.185,5.8,28.22405653
1763,17,13,15,27,8,10.185,3.8,28.2457065
1764,17,13,15,27,8,13.175,5.8,28.28452353
1765,17,13,15,27,8,15.885,3.8,28.19573698
1766,17,13,15,27,8,15.885,5.8,28.19388928
1767,18,25,8,28,8,4.415,3.8,28.84412327
1768,18,25,8,28,8,4.415,5.8,28.92027121
1769,18,25,8,28,8,7.185,3.8,28.81605052
1770,18,25,8,28,8,7.185,5.8,28.82198778
1771,18,25,8,28,8,10.185,3.8,28.89954158
1772,18,25,8,28,8,13.175,5.8,28.92899226
1773,18,25,8,28,8,15.885,3.8,28.87820625
1774,18,25,8,28,8,15.885,5.8,28.88942691
1775,19,17,26,21,8,4.415,3.8,23.06098768
1776,19,17,26,21,8,4.415,5.8,23.03624537
1777,19,17,26,21,8,7.185,3.8,23.16674844
1778,19,17,26,21,8,7.185,5.8,23.1626965
1779,19,17,26,21,8,10.185,3.8,23.15822209
1780,19,17,26,21,8,13.175,5.8,23.19865376
1781,19,17,26,21,8,15.885,3.8,23.02866629
1782,19,17,26,21,8,15.885,5.8,23.02951423
1783,20,17,22,24,8,4.415,3.8,25.6422581
1784,20,17,22,24,8,4.415,5.8,25.61726867
1785,20,17,22,24,8,7.185,3.8,25.73509494
1786,20,17,22,24,8,7.185,5.8,25.72881774
1787,20,17,22,24,8,10.185,3.8,25.72600194
1788,20,17,22,24,8,13.175,5.8,25.76382547
1789,20,17,22,24,8,15.885,3.8,25.62039831
1790,20,17,22,24,8,15.885,5.8,25.61809121
1791,21,16,6,27,8,4.415,3.8,28.10152054
1792,21,16,6,27,8,4.415,5.8,28.132454
1793,21,16,6,27,8,7.185,3.8,28.07011554
1794,21,16,6,27,8,7.185,5.8,28.05530866
1795,21,16,6,27,8,10.185,3.8,28.0961444
1796,21,16,6,27,8,13.175,5.8,28.0878994
1797,21,16,6,27,8,15.885,3.8,28.04387138
1798,21,16,6,27,8,15.885,5.8,28.09160625
1799,22,24,2,25,8,4.415,3.8,26.14875907
1800,22,24,2,25,8,4.415,5.8,26.23704126
1801,22,24,2,25,8,7.185,3.8,26.10470049
1802,22,24,2,25,8,7.185,5.8,26.1603041
1803,22,24,2,25,8,10.185,3.8,26.24966974
1804,22,24,2,25,8,13.175,5.8,26.21952284
1805,22,24,2,25,8,15.885,3.8,26.17169279
1806,22,24,2,25,8,15.885,5.8,26.19291595
1807,23,11,7,27,8,4.415,3.8,28.18057541
1808,23,11,7,27,8,4.415,5.8,28.17473852
1809,23,11,7,27,8,7.185,3.8,28.17795556
1810,23,11,7,27,8,7.185,5.8,28.17851582
1811,23,11,7,27,8,10.185,3.8,28.18314671
1812,23,11,7,27,8,13.175,5.8,28.22897397
1813,23,11,7,27,8,15.885,3.8,28.16382143
1814,23,11,7,27,8,15.885,5.8,28.1648072
1815,24,20,15,28,8,4.415,3.8,29.00451162
1816,24,20,15,28,8,4.415,5.8,29.04509144
1817,24,20,15,28,8,7.185,3.8,29.02101319
1818,24,20,15,28,8,7.185,5.8,29.03278593
1819,24,20,15,28,8,10.185,3.8,29.07457802
1820,24,20,15,28,8,13.175,5.8,29.09999023
1821,24,20,15,28,8,15.885,3.8,29.02335601
1822,24,20,15,28,8,15.885,5.8,29.02786459
1823,25,20,13,20,8,4.415,3.8,22.03979385
1824,25,20,13,20,8,4.415,5.8,22.02003715
1825,25,20,13,20,8,7.185,3.8,22.10014702
1826,25,20,13,20,8,7.185,5.8,22.11469471
1827,25,20,13,20,8,10.185,3.8,22.13309307
1828,25,20,13,20,8,13.175,5.8,22.16522125
1829,25,20,13,20,8,15.885,3.8,22.01524448
1830,25,20,13,20,8,15.885,5.8,22.01856537
1831,26,14,18,27,8,4.415,3.8,28.23931264
1832,26,14,18,27,8,4.415,5.8,28.22131239
1833,26,14,18,27,8,7.185,3.8,28.27399401
1834,26,14,18,27,8,7.185,5.8,28.28222028
1835,26,14,18,27,8,10.185,3.8,28.31019379
1836,26,14,18,27,8,13.175,5.8,28.32747565
1837,26,14,18,27,8,15.885,3.8,28.22256242
1838,26,14,18,27,8,15.885,5.8,28.21847916
1839,27,20,2,22,8,4.415,3.8,23.60857546
1840,27,20,2,22,8,4.415,5.8,23.63031918
1841,27,20,2,22,8,7.185,3.8,23.55738077
1842,27,20,2,22,8,7.185,5.8,23.60063429
1843,27,20,2,22,8,10.185,3.8,23.64839255
1844,27,20,2,22,8,13.175,5.8,23.68300203
1845,27,20,2,22,8,15.885,3.8,23.604654
1846,27,20,2,22,8,15.885,5.8,23.61267931
1847,28,17,5,24,8,4.415,3.8,25.43358486
1848,28,17,5,24,8,4.415,5.8,25.44852805
1849,28,17,5,24,8,7.185,3.8,25.41047059
1850,28,17,5,24,8,7.185,5.8,25.4294186
1851,28,17,5,24,8,10.185,3.8,25.47363276
1852,28,17,5,24,8,13.175,5.8,25.50557482
1853,28,17,5,24,8,15.885,3.8,25.42876895
1854,28,17,5,24,8,15.885,5.8,25.43104659
1855,29,14,21,28,8,4.415,3.8,29.14909676
1856,29,14,21,28,8,4.415,5.8,29.1292243
1857,29,14,21,28,8,7.185,3.8,29.20530308
1858,29,14,21,28,8,7.185,5.8,29.19939759
1859,29,14,21,28,8,10.185,3.8,29.21812573
1860,29,14,21,28,8,13.175,5.8,29.23279783
1861,29,14,21,28,8,15.885,3.8,29.1317761
1862,29,14,21,28,8,15.885,5.8,29.13526803
1863,30,20,9,20,8,4.415,3.8,22.00180195
1864,30,20,9,20,8,4.415,5.8,21.96536779
1865,30,20,9,20,8,7.185,3.8,22.02706943
1866,30,20,9,20,8,7.185,5.8,21.99950596
1867,30,20,9,20,8,10.185,3.8,22.02609558
1868,30,20,9,20,8,13.175,5.8,22.07097353
1869,30,20,9,20,8,15.885,3.8,21.94636686
1870,30,20,9,20,8,15.885,5.8,21.94483857
1871,31,15,21,20,8,4.415,3.8,22.13557303
1872,31,15,21,20,8,4.415,5.8,22.11748913
1873,31,15,21,20,8,7.185,3.8,22.24719861
1874,31,15,21,20,8,7.185,5.8,22.24375557
1875,31,15,21,20,8,10.185,3.8,22.23421182
1876,31,15,21,20,8,13.175,5.8,22.2847204
1877,31,15,21,20,8,15.885,3.8,22.1074949
1878,31,15,21,20,8,15.885,5.8,22.11314924
1879,32,17,3,21,8,4.415,3.8,22.82057381
1880,32,17,3,21,8,4.415,5.8,22.80399296
1881,32,17,3,21,8,7.185,3.8,22.7968478
1882,32,17,3,21,8,7.185,5.8,22.8026544
1883,32,17,3,21,8,10.185,3.8,22.8364023
1884,32,17,3,21,8,13.175,5.8,22.88529326
1885,32,17,3,21,8,15.885,3.8,22.78466036
1886,32,17,3,21,8,15.885,5.8,22.77392987
1887,33,11,10,21,8,4.415,3.8,22.93900747
1888,33,11,10,21,8,4.415,5.8,22.90761427
1889,33,11,10,21,8,7.185,3.8,23.00417883
1890,33,11,10,21,8,7.185,5.8,22.98652773
1891,33,11,10,21,8,10.185,3.8,22.98828216
1892,33,11,10,21,8,13.175,5.8,23.04340512
1893,33,11,10,21,8,15.885,3.8,22.90205348
1894,33,11,10,21,8,15.885,5.8,22.89711317
1895,34,22,8,24,8,4.415,3.8,25.41977404
1896,34,22,8,24,8,4.415,5.8,25.43601635
1897,34,22,8,24,8,7.185,3.8,25.37633847
1898,34,22,8,24,8,7.185,5.8,25.40059005
1899,34,22,8,24,8,10.185,3.8,25.45202553
1900,34,22,8,24,8,13.175,5.8,25.48924175
1901,34,22,8,24,8,15.885,3.8,25.39954374
1902,34,22,8,24,8,15.885,5.8,25.39806313
1903,35,13,16,22,8,4.415,3.8,23.8395288
1904,35,13,16,22,8,4.415,5.8,23.82376135
1905,35,13,16,22,8,7.185,3.8,23.92913383
1906,35,13,16,22,8,7.185,5.8,23.93368169
1907,35,13,16,22,8,10.185,3.8,23.92325836
1908,35,13,16,22,8,13.175,5.8,23.96836439
1909,35,13,16,22,8,15.885,3.8,23.8133621
1910,35,13,16,22,8,15.885,5.8,23.81790271
1911,36,24,1,25,8,4.415,3.8,26.16902652
1912,36,24,1,25,8,4.415,5.8,26.19979351
1913,36,24,1,25,8,7.185,3.8,26.07848399
1914,36,24,1,25,8,7.185,5.8,26.07576135
1915,36,24,1,25,8,10.185,3.8,26.13211759
1916,36,24,1,25,8,13.175,5.8,26.03866687
1917,36,24,1,25,8,15.885,3.8,26.08297717
1918,36,24,1,25,8,15.885,5.8,26.12063453
1919,37,19,31,21,8,4.415,3.8,23.10265943
1920,37,19,31,21,8,4.415,5.8,23.07781641
1921,37,19,31,21,8,7.185,3.8,23.2371908
1922,37,19,31,21,8,7.185,5.8,23.21706652
1923,37,19,31,21,8,10.185,3.8,23.22345959
1924,37,19,31,21,8,13.175,5.8,23.25795481
1925,37,19,31,21,8,15.885,3.8,23.07446133
1926,37,19,31,21,8,15.885,5.8,23.08370029
1927,38,22,27,27,8,4.415,3.8,28.31212981
1928,38,22,27,27,8,4.415,5.8,28.29552674
1929,38,22,27,27,8,7.185,3.8,28.39417481
1930,38,22,27,27,8,7.185,5.8,28.39286948
1931,38,22,27,27,8,10.185,3.8,28.39521012
1932,38,22,27,27,8,13.175,5.8,28.42473778
1933,38,22,27,27,8,15.885,3.8,28.29982323
1934,38,22,27,27,8,15.885,5.8,28.30233635
1935,39,17,13,25,8,4.415,3.8,26.41273425
1936,39,17,13,25,8,4.415,5.8,26.40081368
1937,39,17,13,25,8,7.185,3.8,26.42089194
1938,39,17,13,25,8,7.185,5.8,26.42125209
1939,39,17,13,25,8,10.185,3.8,26.44985068
1940,39,17,13,25,8,13.175,5.8,26.48983913
1941,39,17,13,25,8,15.885,3.8,26.38862776
1942,39,17,13,25,8,15.885,5.8,26.39137532
1943,40,13,20,28,8,4.415,3.8,29.15083471
1944,40,13,20,28,8,4.415,5.8,29.12068854
1945,40,13,20,28,8,7.185,3.8,29.18831843
1946,40,13,20,28,8,7.185,5.8,29.17337594
1947,40,13,20,28,8,10.185,3.8,29.19184027
1948,40,13,20,28,8,13.175,5.8,29.21942348
1949,40,13,20,28,8,15.885,3.8,29.11947885
1950,40,13,20,28,8,15.885,5.8,29.1232773
1951,41,25,8,20,8,4.415,3.8,21.89768043
1952,41,25,8,20,8,4.415,5.8,21.93322217
1953,41,25,8,20,8,7.185,3.8,21.93241326
1954,41,25,8,20,8,7.185,5.8,21.93598765
1955,41,25,8,20,8,10.185,3.8,21.9995396
1956,41,25,8,20,8,13.175,5.8,22.03007017
1957,41,25,8,20,8,15.885,3.8,21.89822152
1958,41,25,8,20,8,15.885,5.8,21.89637725
1959,42,16,4,24,8,4.415,3.8,25.44838095
1960,42,16,4,24,8,4.415,5.8,25.46907724
1961,42,16,4,24,8,7.185,3.8,25.43789744
1962,42,16,4,24,8,7.185,5.8,25.47069823
1963,42,16,4,24,8,10.185,3.8,25.48147043
1964,42,16,4,24,8,13.175,5.8,25.51340317
1965,42,16,4,24,8,15.885,3.8,25.43967348
1966,42,16,4,24,8,15.885,5.8,25.43556665
1967,43,22,8,22,8,4.415,3.8,23.70169266
1968,43,22,8,22,8,4.415,5.8,23.68872724
1969,43,22,8,22,8,7.185,3.8,23.72007538
1970,43,22,8,22,8,7.185,5.8,23.68745769
1971,43,22,8,22,8,10.185,3.8,23.71607246
1972,43,22,8,22,8,13.175,5.8,23.76291267
1973,43,22,8,22,8,15.885,3.8,23.65073607
1974,43,22,8,22,8,15.885,5.8,23.65559727
1975,44,19,7,21,8,4.415,3.8,22.83783393
1976,44,19,7,21,8,4.415,5.8,22.82760536
1977,44,19,7,21,8,7.185,3.8,22.8530896
1978,44,19,7,21,8,7.185,5.8,22.85549396
1979,44,19,7,21,8,10.185,3.8,22.88973188
1980,44,19,7,21,8,13.175,5.8,22.93479252
1981,44,19,7,21,8,15.885,3.8,22.81009957
1982,44,19,7,21,8,15.885,5.8,22.81454245
1983,45,18,15,28,8,4.415,3.8,29.03515429
1984,45,18,15,28,8,4.415,5.8,29.05696873
1985,45,18,15,28,8,7.185,3.8,29.03648936
1986,45,18,15,28,8,7.185,5.8,29.05403412
1987,45,18,15,28,8,10.185,3.8,29.09329591
1988,45,18,15,28,8,13.175,5.8,29.12010628
1989,45,18,15,28,8,15.885,3.8,29.03572421
1990,45,18,15,28,8,15.885,5.8,29.04587377
1991,46,24,9,23,8,4.415,3.8,24.51729651
1992,46,24,9,23,8,4.415,5.8,24.57569394
1993,46,24,9,23,8,7.185,3.8,24.52937004
1994,46,24,9,23,8,7.185,5.8,24.55818505
1995,46,24,9,23,8,10.185,3.8,24.59300867
1996,46,24,9,23,8,13.175,5.8,24.63496504
1997,46,24,9,23,8,15.885,3.8,24.52529349
1998,46,24,9,23,8,15.885,5.8,24.5448976
1999,47,27,2,23,8,4.415,3.8,24.36914699
2000,47,27,2,23,8,4.415,5.8,24.44287864
2001,47,27,2,23,8,7.185,3.8,24.34928416
2002,47,27,2,23,8,7.185,5.8,24.34515851
2003,47,27,2,23,8,10.185,3.8,24.4215144
2004,47,27,2,23,8,13.175,5.8,24.47822205
2005,47,27,2,23,8,15.885,3.8,24.41204308
2006,47,27,2,23,8,15.885,5.8,24.4095945
2007,48,19,9,27,8,4.415,3.8,28.0766405
2008,48,19,9,27,8,4.415,5.8,28.09768464
2009,48,19,9,27,8,7.185,3.8,28.08108897
2010,48,19,9,27,8,7.185,5.8,28.06110069
2011,48,19,9,27,8,10.185,3.8,28.10421565
2012,48,19,9,27,8,13.175,5.8,28.14347755
2013,48,19,9,27,8,15.885,3.8,28.07124532
2014,48,19,9,27,8,15.885,5.8,28.08452693
2015,49,12,9,28,8,4.415,3.8,29.05191886
2016,49,12,9,28,8,4.415,5.8,29.03285106
2017,49,12,9,28,8,7.185,3.8,29.01739746
2018,49,12,9,28,8,7.185,5.8,29.01208277
2019,49,12,9,28,8,10.185,3.8,29.05969558
2020,49,12,9,28,8,13.175,5.8,29.09473146
2021,49,12,9,28,8,15.885,3.8,29.03907377
2022,49,12,9,28,8,15.885,5.8,29.05262707
2023,50,15,3,24,8,4.415,3.8,25.4309031
2024,50,15,3,24,8,4.415,5.8,25.45351698
2025,50,15,3,24,8,7.185,3.8,25.41651371
2026,50,15,3,24,8,7.185,5.8,25.44344149
2027,50,15,3,24,8,10.185,3.8,25.47041851
2028,50,15,3,24,8,13.175,5.8,25.50561139
2029,50,15,3,24,8,15.885,3.8,25.44143314
2030,50,15,3,24,8,15.885,5.8,25.44007303
2031,51,21,17,28,8,4.415,3.8,29.02486579
2032,51,21,17,28,8,4.415,5.8,29.05732882
2033,51,21,17,28,8,7.185,3.8,29.03940704
2034,51,21,17,28,8,7.185,5.8,29.04684139
2035,51,21,17,28,8,10.185,3.8,29.0971734
2036,51,21,17,28,8,13.175,5.8,29.11805434
2037,51,21,17,28,8,15.885,3.8,29.03766095
2038,51,21,17,28,8,15.885,5.8,29.047743
2039,52,12,3,26,8,4.415,3.8,27.25923332
2040,52,12,3,26,8,4.415,5.8,27.24543128
2041,52,12,3,26,8,7.185,3.8,27.24835918
2042,52,12,3,26,8,7.185,5.8,27.22515633
2043,52,12,3,26,8,10.185,3.8,27.2431906
2044,52,12,3,26,8,13.175,5.8,27.24160194
2045,52,12,3,26,8,15.885,3.8,27.22613949
2046,52,12,3,26,8,15.885,5.8,27.24443303
2047,53,19,1,23,8,4.415,3.8,24.47859305
2048,53,19,1,23,8,4.415,5.8,24.51259923
2049,53,19,1,23,8,7.185,3.8,24.40177201
2050,53,19,1,23,8,7.185,5.8,24.47901221
2051,53,19,1,23,8,10.185,3.8,24.5001592
2052,53,19,1,23,8,13.175,5.8,24.47147429
2053,53,19,1,23,8,15.885,3.8,24.42357546
2054,53,19,1,23,8,15.885,5.8,24.49438598
2055,54,17,3,26,8,4.415,3.8,27.17798795
2056,54,17,3,26,8,4.415,5.8,27.20144521
2057,54,17,3,26,8,7.185,3.8,27.13578941
2058,54,17,3,26,8,7.185,5.8,27.12750821
2059,54,17,3,26,8,10.185,3.8,27.17524544
2060,54,17,3,26,8,13.175,5.8,27.15624148
2061,54,17,3,26,8,15.885,3.8,27.11397153
2062,54,17,3,26,8,15.885,5.8,27.1754076
2063,55,17,19,25,8,4.415,3.8,26.487079
2064,55,17,19,25,8,4.415,5.8,26.46967629
2065,55,17,19,25,8,7.185,3.8,26.54059214
2066,55,17,19,25,8,7.185,5.8,26.54302265
2067,55,17,19,25,8,10.185,3.8,26.55314638
2068,55,17,19,25,8,13.175,5.8,26.58166038
2069,55,17,19,25,8,15.885,3.8,26.46089453
2070,55,17,19,25,8,15.885,5.8,26.46337339
2071,56,14,16,21,8,4.415,3.8,22.96558927
2072,56,14,16,21,8,4.415,5.8,22.94375656
2073,56,14,16,21,8,7.185,3.8,23.07355428
2074,56,14,16,21,8,7.185,5.8,23.06080214
2075,56,14,16,21,8,10.185,3.8,23.06582489
2076,56,14,16,21,8,13.175,5.8,23.10083957
2077,56,14,16,21,8,15.885,3.8,22.93783827
2078,56,14,16,21,8,15.885,5.8,22.94023002
2079,57,14,11,20,8,4.415,3.8,22.06339719
2080,57,14,11,20,8,4.415,5.8,22.02523425
2081,57,14,11,20,8,7.185,3.8,22.11909624
2082,57,14,11,20,8,7.185,5.8,22.12186445
2083,57,14,11,20,8,10.185,3.8,22.11451857
2084,57,14,11,20,8,13.175,5.8,22.16528985
2085,57,14,11,20,8,15.885,3.8,22.01178283
2086,57,14,11,20,8,15.885,5.8,22.00945943
2087,58,20,2,25,8,4.415,3.8,26.22444014
2088,58,20,2,25,8,4.415,5.8,26.2501903
2089,58,20,2,25,8,7.185,3.8,26.17710389
2090,58,20,2,25,8,7.185,5.8,26.18252486
2091,58,20,2,25,8,10.185,3.8,26.21977946
2092,58,20,2,25,8,13.175,5.8,26.18351511
2093,58,20,2,25,8,15.885,3.8,26.16499053
2094,58,20,2,25,8,15.885,5.8,26.23660562
2095,59,13,17,25,8,4.415,3.8,26.48257141
2096,59,13,17,25,8,4.415,5.8,26.45998076
2097,59,13,17,25,8,7.185,3.8,26.56215252
2098,59,13,17,25,8,7.185,5.8,26.55387009
2099,59,13,17,25,8,10.185,3.8,26.55924927
2100,59,13,17,25,8,13.175,5.8,26.58812406
2101,59,13,17,25,8,15.885,3.8,26.4587526
2102,59,13,17,25,8,15.885,5.8,26.46291139
2103,60,25,9,28,8,4.415,3.8,28.86018962
2104,60,25,9,28,8,4.415,5.8,28.95438448
2105,60,25,9,28,8,7.185,3.8,28.82458331
2106,60,25,9,28,8,7.185,5.8,28.88951582
2107,60,25,9,28,8,10.185,3.8,28.91610298
2108,60,25,9,28,8,13.175,5.8,28.94270539
2109,60,25,9,28,8,15.885,3.8,28.88851484
2110,60,25,9,28,8,15.885,5.8,28.9041347
2111,61,11,6,20,8,4.415,3.8,22.03782584
2112,61,11,6,20,8,4.415,5.8,22.00536862
2113,61,11,6,20,8,7.185,3.8,22.09341535
2114,61,11,6,20,8,7.185,5.8,22.0892445
2115,61,11,6,20,8,10.185,3.8,22.07959276
2116,61,11,6,20,8,13.175,5.8,22.1401911
2117,61,11,6,20,8,15.885,3.8,21.99536659
2118,61,11,6,20,8,15.885,5.8,21.99279959
2119,62,16,5,21,8,4.415,3.8,22.83955517
2120,62,16,5,21,8,4.415,5.8,22.83533881
2121,62,16,5,21,8,7.185,3.8,22.86103535
2122,62,16,5,21,8,7.185,5.8,22.86553961
2123,62,16,5,21,8,10.185,3.8,22.89745008
2124,62,16,5,21,8,13.175,5.8,22.93903725
2125,62,16,5,21,8,15.885,3.8,22.81963629
2126,62,16,5,21,8,15.885,5.8,22.81758674
2127,63,14,2,22,8,4.415,3.8,23.69667163
2128,63,14,2,22,8,4.415,5.8,23.70554797
2129,63,14,2,22,8,7.185,3.8,23.6890237
2130,63,14,2,22,8,7.185,5.8,23.71173525
2131,63,14,2,22,8,10.185,3.8,23.74540695
2132,63,14,2,22,8,13.175,5.8,23.76957539
2133,63,14,2,22,8,15.885,3.8,23.68856169
2134,63,14,2,22,8,15.885,5.8,23.67991068
2135,64,15,11,25,8,4.415,3.8,26.40314257
2136,64,15,11,25,8,4.415,5.8,26.39823838
2137,64,15,11,25,8,7.185,3.8,26.41419467
2138,64,15,11,25,8,7.185,5.8,26.41745585
2139,64,15,11,25,8,10.185,3.8,26.44624178
2140,64,15,11,25,8,13.175,5.8,26.48675254
2141,64,15,11,25,8,15.885,3.8,26.38653814
2142,64,15,11,25,8,15.885,5.8,26.39238123
2143,65,15,14,20,8,4.415,3.8,22.06288739
2144,65,15,14,20,8,4.415,5.8,22.04856826
2145,65,15,14,20,8,7.185,3.8,22.16114946
2146,65,15,14,20,8,7.185,5.8,22.16303089
2147,65,15,14,20,8,10.185,3.8,22.15547716
2148,65,15,14,20,8,13.175,5.8,22.19847896
2149,65,15,14,20,8,15.885,3.8,22.04026085
2150,65,15,14,20,8,15.885,5.8,22.03878765
2151,66,16,21,24,8,4.415,3.8,25.63755323
2152,66,16,21,24,8,4.415,5.8,25.61190826
2153,66,16,21,24,8,7.185,3.8,25.72624841
2154,66,16,21,24,8,7.185,5.8,25.71524609
2155,66,16,21,24,8,10.185,3.8,25.72088601
2156,66,16,21,24,8,13.175,5.8,25.75125098
2157,66,16,21,24,8,15.885,3.8,25.60805068
2158,66,16,21,24,8,15.885,5.8,25.609937
2159,67,19,6,24,8,4.415,3.8,25.44236432
2160,67,19,6,24,8,4.415,5.8,25.45407622
2161,67,19,6,24,8,7.185,3.8,25.43128378
2162,67,19,6,24,8,7.185,5.8,25.4346817
2163,67,19,6,24,8,10.185,3.8,25.4714246
2164,67,19,6,24,8,13.175,5.8,25.49849091
2165,67,19,6,24,8,15.885,3.8,25.41090672
2166,67,19,6,24,8,15.885,5.8,25.43173669
2167,68,24,7,27,8,4.415,3.8,27.97261838
2168,68,24,7,27,8,4.415,5.8,28.06856621
2169,68,24,7,27,8,7.185,3.8,27.93354054
2170,68,24,7,27,8,7.185,5.8,27.99800247
2171,68,24,7,27,8,10.185,3.8,28.02096681
2172,68,24,7,27,8,13.175,5.8,28.05309861
2173,68,24,7,27,8,15.885,3.8,27.99808254
2174,68,24,7,27,8,15.885,5.8,28.01405624
2175,69,24,7,26,8,4.415,3.8,27.09929355
2176,69,24,7,26,8,4.415,5.8,27.17671191
2177,69,24,7,26,8,7.185,3.8,27.05271389
2178,69,24,7,26,8,7.185,5.8,27.10530762
2179,69,24,7,26,8,10.185,3.8,27.14966151
2180,69,24,7,26,8,13.175,5.8,27.19199017
2181,69,24,7,26,8,15.885,3.8,27.12505125
2182,69,24,7,26,8,15.885,5.8,27.12565376
2183,70,16,6,25,8,4.415,3.8,26.34427023
2184,70,16,6,25,8,4.415,5.8,26.36378951
2185,70,16,6,25,8,7.185,3.8,26.32871942
2186,70,16,6,25,8,7.185,5.8,26.35301751
2187,70,16,6,25,8,10.185,3.8,26.36192319
2188,70,16,6,25,8,13.175,5.8,26.31103935
2189,70,16,6,25,8,15.885,3.8,26.28500827
2190,70,16,6,25,8,15.885,5.8,26.32873606
2191,71,19,17,28,8,4.415,3.8,29.051337
2192,71,19,17,28,8,4.415,5.8,29.06076715
2193,71,19,17,28,8,7.185,3.8,29.06364012
2194,71,19,17,28,8,7.185,5.8,29.07231723
2195,71,19,17,28,8,10.185,3.8,29.12429962
2196,71,19,17,28,8,13.175,5.8,29.14100639
2197,71,19,17,28,8,15.885,3.8,29.0591027
2198,71,19,17,28,8,15.885,5.8,29.05518524
2199,72,19,1,21,8,4.415,3.8,22.75913781
2200,72,19,1,21,8,4.415,5.8,22.75926853
2201,72,19,1,21,8,7.185,3.8,22.73645196
2202,72,19,1,21,8,7.185,5.8,22.74058087
2203,72,19,1,21,8,10.185,3.8,22.77306814
2204,72,19,1,21,8,13.175,5.8,22.8222334
2205,72,19,1,21,8,15.885,3.8,22.73987061
2206,72,19,1,21,8,15.885,5.8,22.74029101
2207,73,18,9,25,8,4.415,3.8,26.36740319
2208,73,18,9,25,8,4.415,5.8,26.37257628
2209,73,18,9,25,8,7.185,3.8,26.36072313
2210,73,18,9,25,8,7.185,5.8,26.36715764
2211,73,18,9,25,8,10.185,3.8,26.38895985
2212,73,18,9,25,8,13.175,5.8,26.43010523
2213,73,18,9,25,8,15.885,3.8,26.33187952
2214,73,18,9,25,8,15.885,5.8,26.35002597
2215,74,18,4,21,8,4.415,3.8,22.78819412
2216,74,18,4,21,8,4.415,5.8,22.79874971
2217,74,18,4,21,8,7.185,3.8,22.79684046
2218,74,18,4,21,8,7.185,5.8,22.79793954
2219,74,18,4,21,8,10.185,3.8,22.8379532
2220,74,18,4,21,8,13.175,5.8,22.81899362
2221,74,18,4,21,8,15.885,3.8,22.73201712
2222,74,18,4,21,8,15.885,5.8,22.76708578
2223,75,20,19,20,8,4.415,3.8,22.11375627
2224,75,20,19,20,8,4.415,5.8,22.09265645
2225,75,20,19,20,8,7.185,3.8,22.22158507
2226,75,20,19,20,8,7.185,5.8,22.21588439
2227,75,20,19,20,8,10.185,3.8,22.21333808
2228,75,20,19,20,8,13.175,5.8,22.25792496
2229,75,20,19,20,8,15.885,3.8,22.08624819
2230,75,20,19,20,8,15.885,5.8,22.09138663
2231,76,20,23,20,8,4.415,3.8,22.15883136
2232,76,20,23,20,8,4.415,5.8,22.13121607
2233,76,20,23,20,8,7.185,3.8,22.27357919
2234,76,20,23,20,8,7.185,5.8,22.27014143
2235,76,20,23,20,8,10.185,3.8,22.2548567
2236,76,20,23,20,8,13.175,5.8,22.30490482
2237,76,20,23,20,8,15.885,3.8,22.12786331
2238,76,20,23,20,8,15.885,5.8,22.13376294
2239,77,22,8,25,8,4.415,3.8,26.26349532
2240,77,22,8,25,8,4.415,5.8,26.32014859
2241,77,22,8,25,8,7.185,3.8,26.27653378
2242,77,22,8,25,8,7.185,5.8,26.28377966
2243,77,22,8,25,8,10.185,3.8,26.33812886
2244,77,22,8,25,8,13.175,5.8,26.36766623
2245,77,22,8,25,8,15.885,3.8,26.28526497
2246,77,22,8,25,8,15.885,5.8,26.29017998
2247,78,16,23,23,8,4.415,3.8,24.7740317
2248,78,16,23,23,8,4.415,5.8,24.75309158
2249,78,16,23,23,8,7.185,3.8,24.87735146
2250,78,16,23,23,8,7.185,5.8,24.8697456
2251,78,16,23,23,8,10.185,3.8,24.86332028
2252,78,16,23,23,8,13.175,5.8,24.90714475
2253,78,16,23,23,8,15.885,3.8,24.75282751
