index,sim,tem,mass,n,occ,x,y,V
3721,263,20,11,25,8,7.185,3.8,0.09000125
3722,263,20,11,25,8,7.185,5.8,0.114096863
3723,263,20,11,25,8,10.185,3.8,0.11166469
3724,263,20,11,25,8,13.175,5.8,0.100866194
3725,263,20,11,25,8,15.885,3.8,0.117013149
3726,263,20,11,25,8,15.885,5.8,0.106681549
3727,264,13,9,25,8,4.415,3.8,0.10018403
3728,264,13,9,25,8,4.415,5.8,0.089422106
3729,264,13,9,25,8,7.185,3.8,0.110717329
3730,264,13,9,25,8,7.185,5.8,0.087607871
3731,264,13,9,25,8,10.185,3.8,0.099491734
3732,264,13,9,25,8,13.175,5.8,0.089730329
3733,264,13,9,25,8,15.885,3.8,0.095294191
3734,264,13,9,25,8,15.885,5.8,0.08440138
3735,265,19,3,21,8,4.415,3.8,0.101668956
3736,265,19,3,21,8,4.415,5.8,0.124618804
3737,265,19,3,21,8,7.185,3.8,0.097439785
3738,265,19,3,21,8,7.185,5.8,0.120680154
3739,265,19,3,21,8,10.185,3.8,0.111517431
3740,265,19,3,21,8,13.175,5.8,0.101263604
3741,265,19,3,21,8,15.885,3.8,0.116413125
3742,265,19,3,21,8,15.885,5.8,0.122076167
3743,266,16,23,24,8,4.415,3.8,0.072307635
3744,266,16,23,24,8,4.415,5.8,0.065934492
3745,266,16,23,24,8,7.185,3.8,0.080426371
3746,266,16,23,24,8,7.185,5.8,0.073859194
3747,266,16,23,24,8,10.185,3.8,0.076706947
3748,266,16,23,24,8,13.175,5.8,0.083709048
3749,266,16,23,24,8,15.885,3.8,0.063808053
3750,266,16,23,24,8,15.885,5.8,0.065003499
3751,267,13,16,23,8,4.415,3.8,0.075010083
3752,267,13,16,23,8,4.415,5.8,0.085235215
3753,267,13,16,23,8,7.185,3.8,0.092681129
3754,267,13,16,23,8,7.185,5.8,0.088555686
3755,267,13,16,23,8,10.185,3.8,0.074788627
3756,267,13,16,23,8,13.175,5.8,0.091786419
3757,267,13,16,23,8,15.885,3.8,0.087367698
3758,267,13,16,23,8,15.885,5.8,0.073406839
3759,268,21,21,26,8,4.415,3.8,0.090666901
3760,268,21,21,26,8,4.415,5.8,0.087516422
3761,268,21,21,26,8,7.185,3.8,0.110916642
3762,268,21,21,26,8,7.185,5.8,0.098207484
3763,268,21,21,26,8,10.185,3.8,0.080029792
3764,268,21,21,26,8,13.175,5.8,0.088929128
3765,268,21,21,26,8,15.885,3.8,0.081896579
3766,268,21,21,26,8,15.885,5.8,0.075834363
3767,269,17,26,28,8,4.415,3.8,0.06659737
3768,269,17,26,28,8,4.415,5.8,0.062568435
3769,269,17,26,28,8,7.185,3.8,0.082745155
3770,269,17,26,28,8,7.185,5.8,0.067956273
3771,269,17,26,28,8,10.185,3.8,0.070980128
3772,269,17,26,28,8,13.175,5.8,0.079258027
3773,269,17,26,28,8,15.885,3.8,0.059524553
3774,269,17,26,28,8,15.885,5.8,0.060143974
3775,405,16,12,22,8,4.415,3.8,0.077537716
3776,405,16,12,22,8,4.415,5.8,0.107030841
3777,405,16,12,22,8,7.185,3.8,0.084779972
3778,405,16,12,22,8,7.185,5.8,0.109076589
3779,405,16,12,22,8,10.185,3.8,0.080979865
3780,405,16,12,22,8,13.175,5.8,0.096942071
3781,405,16,12,22,8,15.885,3.8,0.101318408
3782,405,16,12,22,8,15.885,5.8,0.093822309
3783,406,13,3,21,8,4.415,3.8,0.087827499
3784,406,13,3,21,8,4.415,5.8,0.10791978
3785,406,13,3,21,8,7.185,3.8,0.082347737
3786,406,13,3,21,8,7.185,5.8,0.109301867
3787,406,13,3,21,8,10.185,3.8,0.105758176
3788,406,13,3,21,8,13.175,5.8,0.095127828
3789,406,13,3,21,8,15.885,3.8,0.101284128
3790,406,13,3,21,8,15.885,5.8,0.094406759
3791,407,19,3,28,8,4.415,3.8,0.10287181
3792,407,19,3,28,8,4.415,5.8,0.11880504
3793,407,19,3,28,8,7.185,3.8,0.091626255
3794,407,19,3,28,8,7.185,5.8,0.115104777
3795,407,19,3,28,8,10.185,3.8,0.108124034
3796,407,19,3,28,8,13.175,5.8,0.116151573
3797,407,19,3,28,8,15.885,3.8,0.086817036
3798,407,19,3,28,8,15.885,5.8,0.107411227
3799,408,17,30,21,8,4.415,3.8,0.076944867
3800,408,17,30,21,8,4.415,5.8,0.066544129
3801,408,17,30,21,8,7.185,3.8,0.072430592
3802,408,17,30,21,8,7.185,5.8,0.070698016
3803,408,17,30,21,8,10.185,3.8,0.067791581
3804,408,17,30,21,8,13.175,5.8,0.073715411
3805,408,17,30,21,8,15.885,3.8,0.069034399
3806,408,17,30,21,8,15.885,5.8,0.067525747
3807,409,20,10,24,8,4.415,3.8,0.088497638
3808,409,20,10,24,8,4.415,5.8,0.108214207
3809,409,20,10,24,8,7.185,3.8,0.099913294
3810,409,20,10,24,8,7.185,5.8,0.114084311
3811,409,20,10,24,8,10.185,3.8,0.109844813
3812,409,20,10,24,8,13.175,5.8,0.101768144
3813,409,20,10,24,8,15.885,3.8,0.118604137
3814,409,20,10,24,8,15.885,5.8,0.107335599
3815,410,14,10,22,8,4.415,3.8,0.099953475
3816,410,14,10,22,8,4.415,5.8,0.106610914
3817,410,14,10,22,8,7.185,3.8,0.121874527
3818,410,14,10,22,8,7.185,5.8,0.108794428
3819,410,14,10,22,8,10.185,3.8,0.09790431
3820,410,14,10,22,8,13.175,5.8,0.095307661
3821,410,14,10,22,8,15.885,3.8,0.106848647
3822,410,14,10,22,8,15.885,5.8,0.081780092
3823,411,21,13,23,8,4.415,3.8,0.10654703
3824,411,21,13,23,8,4.415,5.8,0.113916677
3825,411,21,13,23,8,7.185,3.8,0.119284911
3826,411,21,13,23,8,7.185,5.8,0.115249664
3827,411,21,13,23,8,10.185,3.8,0.099997704
3828,411,21,13,23,8,13.175,5.8,0.098053185
3829,411,21,13,23,8,15.885,3.8,0.108226215
3830,411,21,13,23,8,15.885,5.8,0.097236173
3831,412,18,29,28,8,4.415,3.8,0.067859656
3832,412,18,29,28,8,4.415,5.8,0.058960154
3833,412,18,29,28,8,7.185,3.8,0.069397474
3834,412,18,29,28,8,7.185,5.8,0.062754488
3835,412,18,29,28,8,10.185,3.8,0.067864021
3836,412,18,29,28,8,13.175,5.8,0.075022025
3837,412,18,29,28,8,15.885,3.8,0.06038754
3838,412,18,29,28,8,15.885,5.8,0.057809871
3839,413,21,3,21,8,4.415,3.8,0.117323289
3840,413,21,3,21,8,4.415,5.8,0.128909282
3841,413,21,3,21,8,7.185,3.8,0.116237389
3842,413,21,3,21,8,7.185,5.8,0.125526311
3843,413,21,3,21,8,10.185,3.8,0.11822335
3844,413,21,3,21,8,13.175,5.8,0.108195358
3845,413,21,3,21,8,15.885,3.8,0.122481245
3846,413,21,3,21,8,15.885,5.8,0.117519411
3847,414,24,9,21,8,4.415,3.8,0.125459033
3848,414,24,9,21,8,4.415,5.8,0.120785634
3849,414,24,9,21,8,7.185,3.8,0.126426958
3850,414,24,9,21,8,7.185,5.8,0.121076763
3851,414,24,9,21,8,10.185,3.8,0.112511164
3852,414,24,9,21,8,13.175,5.8,0.104882632
3853,414,24,9,21,8,15.885,3.8,0.114924678
3854,414,24,9,21,8,15.885,5.8,0.108309894
3855,415,25,9,26,8,4.415,3.8,0.130018508
3856,415,25,9,26,8,4.415,5.8,0.123212913
3857,415,25,9,26,8,7.185,3.8,0.13284115
3858,415,25,9,26,8,7.185,5.8,0.12268919
3859,415,25,9,26,8,10.185,3.8,0.115734551
3860,415,25,9,26,8,13.175,5.8,0.107936323
3861,415,25,9,26,8,15.885,3.8,0.119441729
3862,415,25,9,26,8,15.885,5.8,0.113070134
3863,416,15,25,20,8,4.415,3.8,0.081742919
3864,416,15,25,20,8,4.415,5.8,0.0691978
3865,416,15,25,20,8,7.185,3.8,0.076258947
3866,416,15,25,20,8,7.185,5.8,0.072897226
3867,416,15,25,20,8,10.185,3.8,0.078087915
3868,416,15,25,20,8,13.175,5.8,0.082452988
3869,416,15,25,20,8,15.885,3.8,0.07153285
3870,416,15,25,20,8,15.885,5.8,0.068831162
3871,417,19,9,28,8,4.415,3.8,0.081988082
3872,417,19,9,28,8,4.415,5.8,0.110035324
3873,417,19,9,28,8,7.185,3.8,0.097992776
3874,417,19,9,28,8,7.185,5.8,0.118548096
3875,417,19,9,28,8,10.185,3.8,0.109193539
3876,417,19,9,28,8,13.175,5.8,0.099536124
3877,417,19,9,28,8,15.885,3.8,0.107521956
3878,417,19,9,28,8,15.885,5.8,0.10428237
3879,418,19,26,21,8,4.415,3.8,0.081283698
3880,418,19,26,21,8,4.415,5.8,0.068682041
3881,418,19,26,21,8,7.185,3.8,0.074285519
3882,418,19,26,21,8,7.185,5.8,0.069925217
3883,418,19,26,21,8,10.185,3.8,0.073108381
3884,418,19,26,21,8,13.175,5.8,0.079474351
3885,418,19,26,21,8,15.885,3.8,0.071123625
3886,418,19,26,21,8,15.885,5.8,0.067977749
3887,419,16,30,25,8,4.415,3.8,0.073442726
3888,419,16,30,25,8,4.415,5.8,0.062288046
3889,419,16,30,25,8,7.185,3.8,0.067225401
3890,419,16,30,25,8,7.185,5.8,0.063690338
3891,419,16,30,25,8,10.185,3.8,0.066598645
3892,419,16,30,25,8,13.175,5.8,0.073343196
3893,419,16,30,25,8,15.885,3.8,0.064035503
3894,419,16,30,25,8,15.885,5.8,0.061420356
3895,420,18,27,28,8,4.415,3.8,0.064771224
3896,420,18,27,28,8,4.415,5.8,0.060493746
3897,420,18,27,28,8,7.185,3.8,0.079433037
3898,420,18,27,28,8,7.185,5.8,0.065891581
3899,420,18,27,28,8,10.185,3.8,0.071002071
3900,420,18,27,28,8,13.175,5.8,0.078228677
3901,420,18,27,28,8,15.885,3.8,0.057031606
3902,420,18,27,28,8,15.885,5.8,0.059358855
3903,421,27,2,27,8,4.415,3.8,0.144773225
3904,421,27,2,27,8,4.415,5.8,0.138569499
3905,421,27,2,27,8,7.185,3.8,0.147065608
3906,421,27,2,27,8,7.185,5.8,0.139097755
3907,421,27,2,27,8,10.185,3.8,0.118511299
3908,421,27,2,27,8,13.175,5.8,0.119176162
3909,421,27,2,27,8,15.885,3.8,0.123186042
3910,421,27,2,27,8,15.885,5.8,0.129379655
3911,422,13,11,23,8,4.415,3.8,0.097333059
3912,422,13,11,23,8,4.415,5.8,0.103824149
3913,422,13,11,23,8,7.185,3.8,0.121421056
3914,422,13,11,23,8,7.185,5.8,0.104335632
3915,422,13,11,23,8,10.185,3.8,0.095702845
3916,422,13,11,23,8,13.175,5.8,0.092841645
3917,422,13,11,23,8,15.885,3.8,0.104336217
3918,422,13,11,23,8,15.885,5.8,0.078118553
3919,423,15,12,28,8,4.415,3.8,0.076666151
3920,423,15,12,28,8,4.415,5.8,0.101160487
3921,423,15,12,28,8,7.185,3.8,0.091190846
3922,423,15,12,28,8,7.185,5.8,0.102243858
3923,423,15,12,28,8,10.185,3.8,0.101047555
3924,423,15,12,28,8,13.175,5.8,0.090259827
3925,423,15,12,28,8,15.885,3.8,0.099508766
3926,423,15,12,28,8,15.885,5.8,0.091801657
3927,424,22,20,27,8,4.415,3.8,0.094919641
3928,424,22,20,27,8,4.415,5.8,0.097546352
3929,424,22,20,27,8,7.185,3.8,0.118132062
3930,424,22,20,27,8,7.185,5.8,0.106236722
3931,424,22,20,27,8,10.185,3.8,0.086021265
3932,424,22,20,27,8,13.175,5.8,0.091488956
3933,424,22,20,27,8,15.885,3.8,0.093319764
3934,424,22,20,27,8,15.885,5.8,0.086808598
3935,425,18,3,26,8,4.415,3.8,0.121110129
3936,425,18,3,26,8,4.415,5.8,0.101083012
3937,425,18,3,26,8,7.185,3.8,0.11179105
3938,425,18,3,26,8,7.185,5.8,0.110064094
3939,425,18,3,26,8,10.185,3.8,0.116988416
3940,425,18,3,26,8,13.175,5.8,0.104319044
3941,425,18,3,26,8,15.885,3.8,0.105589404
3942,425,18,3,26,8,15.885,5.8,0.110282668
3943,426,26,7,27,8,4.415,3.8,0.133334509
3944,426,26,7,27,8,4.415,5.8,0.125918655
3945,426,26,7,27,8,7.185,3.8,0.142684322
3946,426,26,7,27,8,7.185,5.8,0.134176751
3947,426,26,7,27,8,10.185,3.8,0.117031915
3948,426,26,7,27,8,13.175,5.8,0.104336899
3949,426,26,7,27,8,15.885,3.8,0.124169684
3950,426,26,7,27,8,15.885,5.8,0.112339357
3951,427,12,5,21,8,4.415,3.8,0.085539755
3952,427,12,5,21,8,4.415,5.8,0.096378164
3953,427,12,5,21,8,7.185,3.8,0.084520745
3954,427,12,5,21,8,7.185,5.8,0.085145246
3955,427,12,5,21,8,10.185,3.8,0.105410697
3956,427,12,5,21,8,13.175,5.8,0.088700319
3957,427,12,5,21,8,15.885,3.8,0.100164078
3958,427,12,5,21,8,15.885,5.8,0.091441509
3959,428,13,16,25,8,4.415,3.8,0.071313041
3960,428,13,16,25,8,4.415,5.8,0.096932221
3961,428,13,16,25,8,7.185,3.8,0.081069941
3962,428,13,16,25,8,7.185,5.8,0.100750559
3963,428,13,16,25,8,10.185,3.8,0.068900358
3964,428,13,16,25,8,13.175,5.8,0.091434843
3965,428,13,16,25,8,15.885,3.8,0.094542263
3966,428,13,16,25,8,15.885,5.8,0.078915088
3967,429,16,4,28,8,4.415,3.8,0.102497527
3968,429,16,4,28,8,4.415,5.8,0.1038431
3969,429,16,4,28,8,7.185,3.8,0.091259449
3970,429,16,4,28,8,7.185,5.8,0.112481227
3971,429,16,4,28,8,10.185,3.8,0.098766999
3972,429,16,4,28,8,13.175,5.8,0.09494249
3973,429,16,4,28,8,15.885,3.8,0.086352592
3974,429,16,4,28,8,15.885,5.8,0.103361682
3975,430,18,2,21,8,4.415,3.8,0.099557042
3976,430,18,2,21,8,4.415,5.8,0.120504773
3977,430,18,2,21,8,7.185,3.8,0.10646673
3978,430,18,2,21,8,7.185,5.8,0.115654538
3979,430,18,2,21,8,10.185,3.8,0.116168013
3980,430,18,2,21,8,13.175,5.8,0.107637714
3981,430,18,2,21,8,15.885,3.8,0.112427377
3982,430,18,2,21,8,15.885,5.8,0.118479537
3983,431,14,13,20,8,4.415,3.8,0.087676001
3984,431,14,13,20,8,4.415,5.8,0.0858095
3985,431,14,13,20,8,7.185,3.8,0.102209496
3986,431,14,13,20,8,7.185,5.8,0.093421089
3987,431,14,13,20,8,10.185,3.8,0.092718646
3988,431,14,13,20,8,13.175,5.8,0.09447613
3989,431,14,13,20,8,15.885,3.8,0.0881093
3990,431,14,13,20,8,15.885,5.8,0.073224238
3991,432,27,9,28,8,4.415,3.8,0.134962434
3992,432,27,9,28,8,4.415,5.8,0.127804198
3993,432,27,9,28,8,7.185,3.8,0.136098594
3994,432,27,9,28,8,7.185,5.8,0.127113747
3995,432,27,9,28,8,10.185,3.8,0.118521808
3996,432,27,9,28,8,13.175,5.8,0.101509075
3997,432,27,9,28,8,15.885,3.8,0.120927825
3998,432,27,9,28,8,15.885,5.8,0.116632205
3999,433,22,3,28,8,4.415,3.8,0.099648558
4000,433,22,3,28,8,4.415,5.8,0.109848922
4001,433,22,3,28,8,7.185,3.8,0.108323505
4002,433,22,3,28,8,7.185,5.8,0.111488341
4003,433,22,3,28,8,10.185,3.8,0.122604379
4004,433,22,3,28,8,13.175,5.8,0.110781505
4005,433,22,3,28,8,15.885,3.8,0.12164768
4006,433,22,3,28,8,15.885,5.8,0.111868317
4007,434,17,25,27,8,4.415,3.8,0.068682189
4008,434,17,25,27,8,4.415,5.8,0.063918484
4009,434,17,25,27,8,7.185,3.8,0.08353675
4010,434,17,25,27,8,7.185,5.8,0.070278965
4011,434,17,25,27,8,10.185,3.8,0.07292014
4012,434,17,25,27,8,13.175,5.8,0.080898346
4013,434,17,25,27,8,15.885,3.8,0.061143213
4014,434,17,25,27,8,15.885,5.8,0.062273471
4015,435,15,29,24,8,4.415,3.8,0.07507801
4016,435,15,29,24,8,4.415,5.8,0.063718409
4017,435,15,29,24,8,7.185,3.8,0.069115333
4018,435,15,29,24,8,7.185,5.8,0.065792011
4019,435,15,29,24,8,10.185,3.8,0.069856766
4020,435,15,29,24,8,13.175,5.8,0.075840525
4021,435,15,29,24,8,15.885,3.8,0.065500641
4022,435,15,29,24,8,15.885,5.8,0.062508439
4023,436,18,13,23,8,4.415,3.8,0.102159699
4024,436,18,13,23,8,4.415,5.8,0.107546175
4025,436,18,13,23,8,7.185,3.8,0.12537247
4026,436,18,13,23,8,7.185,5.8,0.112682925
4027,436,18,13,23,8,10.185,3.8,0.099005157
4028,436,18,13,23,8,13.175,5.8,0.095160608
4029,436,18,13,23,8,15.885,3.8,0.10838602
4030,436,18,13,23,8,15.885,5.8,0.090075287
4031,437,22,2,26,8,4.415,3.8,0.139621605
4032,437,22,2,26,8,4.415,5.8,0.105041843
4033,437,22,2,26,8,7.185,3.8,0.121991629
4034,437,22,2,26,8,7.185,5.8,0.115765799
4035,437,22,2,26,8,10.185,3.8,0.122965305
4036,437,22,2,26,8,13.175,5.8,0.101705262
4037,437,22,2,26,8,15.885,3.8,0.1108859
4038,437,22,2,26,8,15.885,5.8,0.104664336
4039,438,20,21,24,8,4.415,3.8,0.078559095
4040,438,20,21,24,8,4.415,5.8,0.074819246
4041,438,20,21,24,8,7.185,3.8,0.097701912
4042,438,20,21,24,8,7.185,5.8,0.081999282
4043,438,20,21,24,8,10.185,3.8,0.078298052
4044,438,20,21,24,8,13.175,5.8,0.088621769
4045,438,20,21,24,8,15.885,3.8,0.071324496
4046,438,20,21,24,8,15.885,5.8,0.068047009
4047,439,20,27,27,8,4.415,3.8,0.068413101
4048,439,20,27,27,8,4.415,5.8,0.059689497
4049,439,20,27,27,8,7.185,3.8,0.076140123
4050,439,20,27,27,8,7.185,5.8,0.069227394
4051,439,20,27,27,8,10.185,3.8,0.073339454
4052,439,20,27,27,8,13.175,5.8,0.080354557
4053,439,20,27,27,8,15.885,3.8,0.058933855
4054,439,20,27,27,8,15.885,5.8,0.060601364
4055,440,13,16,24,8,4.415,3.8,0.087210108
4056,440,13,16,24,8,4.415,5.8,0.084322733
4057,440,13,16,24,8,7.185,3.8,0.099431862
4058,440,13,16,24,8,7.185,5.8,0.088182659
4059,440,13,16,24,8,10.185,3.8,0.088041587
4060,440,13,16,24,8,13.175,5.8,0.089613756
4061,440,13,16,24,8,15.885,3.8,0.086624379
4062,440,13,16,24,8,15.885,5.8,0.071267693
4063,441,16,2,21,8,4.415,3.8,0.11291608
4064,441,16,2,21,8,4.415,5.8,0.114003944
4065,441,16,2,21,8,7.185,3.8,0.116944204
4066,441,16,2,21,8,7.185,5.8,0.113646172
4067,441,16,2,21,8,10.185,3.8,0.110499478
4068,441,16,2,21,8,13.175,5.8,0.100333444
4069,441,16,2,21,8,15.885,3.8,0.111506243
4070,441,16,2,21,8,15.885,5.8,0.096564484
4071,442,17,13,23,8,4.415,3.8,0.076910469
4072,442,17,13,23,8,4.415,5.8,0.108375626
4073,442,17,13,23,8,7.185,3.8,0.088103012
4074,442,17,13,23,8,7.185,5.8,0.108009686
4075,442,17,13,23,8,10.185,3.8,0.084675805
4076,442,17,13,23,8,13.175,5.8,0.09628808
4077,442,17,13,23,8,15.885,3.8,0.102031705
4078,442,17,13,23,8,15.885,5.8,0.097926734
4079,443,19,12,23,8,4.415,3.8,0.107435068
4080,443,19,12,23,8,4.415,5.8,0.113256549
4081,443,19,12,23,8,7.185,3.8,0.125929627
4082,443,19,12,23,8,7.185,5.8,0.113554865
4083,443,19,12,23,8,10.185,3.8,0.104079893
4084,443,19,12,23,8,13.175,5.8,0.099802175
4085,443,19,12,23,8,15.885,3.8,0.104255713
4086,443,19,12,23,8,15.885,5.8,0.099828245
4087,444,15,24,28,8,4.415,3.8,0.073286438
4088,444,15,24,28,8,4.415,5.8,0.070039992
4089,444,15,24,28,8,7.185,3.8,0.091028469
4090,444,15,24,28,8,7.185,5.8,0.074627549
4091,444,15,24,28,8,10.185,3.8,0.072214295
4092,444,15,24,28,8,13.175,5.8,0.080993281
4093,444,15,24,28,8,15.885,3.8,0.070374431
4094,444,15,24,28,8,15.885,5.8,0.061864671
4095,445,18,17,23,8,4.415,3.8,0.089524271
4096,445,18,17,23,8,4.415,5.8,0.087805904
4097,445,18,17,23,8,7.185,3.8,0.11307538
4098,445,18,17,23,8,7.185,5.8,0.098746561
4099,445,18,17,23,8,10.185,3.8,0.087696033
4100,445,18,17,23,8,13.175,5.8,0.092836169
4101,445,18,17,23,8,15.885,3.8,0.0872352
4102,445,18,17,23,8,15.885,5.8,0.077921186
4103,446,14,2,27,8,4.415,3.8,0.099205932
4104,446,14,2,27,8,4.415,5.8,0.102291176
4105,446,14,2,27,8,7.185,3.8,0.09148961
4106,446,14,2,27,8,7.185,5.8,0.10895455
4107,446,14,2,27,8,10.185,3.8,0.094692554
4108,446,14,2,27,8,13.175,5.8,0.092198448
4109,446,14,2,27,8,15.885,3.8,0.08761341
4110,446,14,2,27,8,15.885,5.8,0.086794814
4111,447,24,1,26,8,4.415,3.8,0.149098292
4112,447,24,1,26,8,4.415,5.8,0.117190558
4113,447,24,1,26,8,7.185,3.8,0.126281794
4114,447,24,1,26,8,7.185,5.8,0.123092678
4115,447,24,1,26,8,10.185,3.8,0.129851427
4116,447,24,1,26,8,13.175,5.8,0.119594107
4117,447,24,1,26,8,15.885,3.8,0.129712827
4118,447,24,1,26,8,15.885,5.8,0.109745899
4119,448,18,8,21,8,4.415,3.8,0.10374277
4120,448,18,8,21,8,4.415,5.8,0.114811163
4121,448,18,8,21,8,7.185,3.8,0.127787933
4122,448,18,8,21,8,7.185,5.8,0.11564471
4123,448,18,8,21,8,10.185,3.8,0.106732711
4124,448,18,8,21,8,13.175,5.8,0.098796812
4125,448,18,8,21,8,15.885,3.8,0.10815903
4126,448,18,8,21,8,15.885,5.8,0.093990625
4127,449,12,14,21,8,4.415,3.8,0.079096727
4128,449,12,14,21,8,4.415,5.8,0.084442044
4129,449,12,14,21,8,7.185,3.8,0.095651651
4130,449,12,14,21,8,7.185,5.8,0.089675487
4131,449,12,14,21,8,10.185,3.8,0.076142469
4132,449,12,14,21,8,13.175,5.8,0.093003819
4133,449,12,14,21,8,15.885,3.8,0.088135708
4134,449,12,14,21,8,15.885,5.8,0.071119721
4135,450,15,24,24,8,4.415,3.8,0.073057525
4136,450,15,24,24,8,4.415,5.8,0.065755515
4137,450,15,24,24,8,7.185,3.8,0.076674014
4138,450,15,24,24,8,7.185,5.8,0.071894038
4139,450,15,24,24,8,10.185,3.8,0.075025482
4140,450,15,24,24,8,13.175,5.8,0.082772488
4141,450,15,24,24,8,15.885,3.8,0.065693273
4142,450,15,24,24,8,15.885,5.8,0.064257356
4143,451,15,1,23,8,4.415,3.8,0.091124442
4144,451,15,1,23,8,4.415,5.8,0.108082557
4145,451,15,1,23,8,7.185,3.8,0.098115855
4146,451,15,1,23,8,7.185,5.8,0.113262489
4147,451,15,1,23,8,10.185,3.8,0.11119356
4148,451,15,1,23,8,13.175,5.8,0.099471412
4149,451,15,1,23,8,15.885,3.8,0.103068848
4150,451,15,1,23,8,15.885,5.8,0.096694285
4151,452,21,5,25,8,4.415,3.8,0.113680092
4152,452,21,5,25,8,4.415,5.8,0.113874788
4153,452,21,5,25,8,7.185,3.8,0.099332164
4154,452,21,5,25,8,7.185,5.8,0.111432366
4155,452,21,5,25,8,10.185,3.8,0.115578258
4156,452,21,5,25,8,13.175,5.8,0.110415941
4157,452,21,5,25,8,15.885,3.8,0.115900585
4158,452,21,5,25,8,15.885,5.8,0.11263715
4159,453,20,24,25,8,4.415,3.8,0.06987259
4160,453,20,24,25,8,4.415,5.8,0.065641184
4161,453,20,24,25,8,7.185,3.8,0.086948271
4162,453,20,24,25,8,7.185,5.8,0.07421478
4163,453,20,24,25,8,10.185,3.8,0.078022094
4164,453,20,24,25,8,13.175,5.8,0.08534925
4165,453,20,24,25,8,15.885,3.8,0.061101326
4166,453,20,24,25,8,15.885,5.8,0.064952051
4167,454,20,18,20,8,4.415,3.8,0.078567964
4168,454,20,18,20,8,4.415,5.8,0.073806764
4169,454,20,18,20,8,7.185,3.8,0.096023759
4170,454,20,18,20,8,7.185,5.8,0.086063817
4171,454,20,18,20,8,10.185,3.8,0.08484655
4172,454,20,18,20,8,13.175,5.8,0.094004306
4173,454,20,18,20,8,15.885,3.8,0.069572249
4174,454,20,18,20,8,15.885,5.8,0.072453372
4175,455,19,4,27,8,4.415,3.8,0.10293465
4176,455,19,4,27,8,4.415,5.8,0.116558011
4177,455,19,4,27,8,7.185,3.8,0.097038481
4178,455,19,4,27,8,7.185,5.8,0.114871905
4179,455,19,4,27,8,10.185,3.8,0.100977271
4180,455,19,4,27,8,13.175,5.8,0.100959297
4181,455,19,4,27,8,15.885,3.8,0.087842837
4182,455,19,4,27,8,15.885,5.8,0.110538249
4183,456,11,5,25,8,4.415,3.8,0.081823586
4184,456,11,5,25,8,4.415,5.8,0.093126197
4185,456,11,5,25,8,7.185,3.8,0.074160516
4186,456,11,5,25,8,7.185,5.8,0.084575158
4187,456,11,5,25,8,10.185,3.8,0.099395918
4188,456,11,5,25,8,13.175,5.8,0.08679692
4189,456,11,5,25,8,15.885,3.8,0.09262344
4190,456,11,5,25,8,15.885,5.8,0.079103621
4191,457,18,30,23,8,4.415,3.8,0.075703588
4192,457,18,30,23,8,4.415,5.8,0.064810059
4193,457,18,30,23,8,7.185,3.8,0.069781277
4194,457,18,30,23,8,7.185,5.8,0.067123185
4195,457,18,30,23,8,10.185,3.8,0.065929181
4196,457,18,30,23,8,13.175,5.8,0.072971321
4197,457,18,30,23,8,15.885,3.8,0.06640747
4198,457,18,30,23,8,15.885,5.8,0.064234763
4199,458,18,10,21,8,4.415,3.8,0.104286128
4200,458,18,10,21,8,4.415,5.8,0.113506136
4201,458,18,10,21,8,7.185,3.8,0.129134194
4202,458,18,10,21,8,7.185,5.8,0.109878432
4203,458,18,10,21,8,10.185,3.8,0.104429677
4204,458,18,10,21,8,13.175,5.8,0.087428715
4205,458,18,10,21,8,15.885,3.8,0.104699881
4206,458,18,10,21,8,15.885,5.8,0.094990956
4207,459,17,14,21,8,4.415,3.8,0.079255687
4208,459,17,14,21,8,4.415,5.8,0.097748435
4209,459,17,14,21,8,7.185,3.8,0.094997531
4210,459,17,14,21,8,7.185,5.8,0.107251429
4211,459,17,14,21,8,10.185,3.8,0.075043602
4212,459,17,14,21,8,13.175,5.8,0.097989537
4213,459,17,14,21,8,15.885,3.8,0.097957633
4214,459,17,14,21,8,15.885,5.8,0.086128467
4215,460,24,2,28,8,4.415,3.8,0.139911544
4216,460,24,2,28,8,4.415,5.8,0.129227368
4217,460,24,2,28,8,7.185,3.8,0.126530208
4218,460,24,2,28,8,7.185,5.8,0.124777985
4219,460,24,2,28,8,10.185,3.8,0.108310349
4220,460,24,2,28,8,13.175,5.8,0.108793306
4221,460,24,2,28,8,15.885,3.8,0.088688999
4222,460,24,2,28,8,15.885,5.8,0.106884157
4223,461,19,4,28,8,4.415,3.8,0.121434771
4224,461,19,4,28,8,4.415,5.8,0.108239199
4225,461,19,4,28,8,7.185,3.8,0.110311585
4226,461,19,4,28,8,7.185,5.8,0.115832282
4227,461,19,4,28,8,10.185,3.8,0.122545114
4228,461,19,4,28,8,13.175,5.8,0.101825829
4229,461,19,4,28,8,15.885,3.8,0.104673854
4230,461,19,4,28,8,15.885,5.8,0.110175947
4231,462,13,9,26,8,4.415,3.8,0.086313921
4232,462,13,9,26,8,4.415,5.8,0.100524515
4233,462,13,9,26,8,7.185,3.8,0.070555351
4234,462,13,9,26,8,7.185,5.8,0.104863459
4235,462,13,9,26,8,10.185,3.8,0.101204815
4236,462,13,9,26,8,13.175,5.8,0.084241623
4237,462,13,9,26,8,15.885,3.8,0.096330641
