index,sim,tem,mass,n,occ,x,y,T
2307,85,15,28,22,8,10.185,3.8,23.7637072900309
2308,85,15,28,22,8,13.175,5.8,23.6954825388426
2309,85,15,28,22,8,15.885,3.8,23.5600883270988
2310,85,15,28,22,8,15.885,5.8,23.5401618825177
2311,86,20,24,21,8,4.415,3.8,22.4226929402828
2312,86,20,24,21,8,4.415,5.8,22.4710547416632
2313,86,20,24,21,8,7.185,3.8,22.5823914136303
2314,86,20,24,21,8,7.185,5.8,22.6314175640368
2315,86,20,24,21,8,10.185,3.8,22.686490806378
2316,86,20,24,21,8,13.175,5.8,22.5948262242828
2317,86,20,24,21,8,15.885,3.8,22.4283868588025
2318,86,20,24,21,8,15.885,5.8,22.4282360275678
2319,87,22,1,28,8,4.415,3.8,25.7559793409584
2320,87,22,1,28,8,4.415,5.8,26.0749722494826
2321,87,22,1,28,8,7.185,3.8,25.6018455783142
2322,87,22,1,28,8,7.185,5.8,25.7928874169015
2323,87,22,1,28,8,10.185,3.8,26.0590469462149
2324,87,22,1,28,8,13.175,5.8,26.0446537215083
2325,87,22,1,28,8,15.885,3.8,25.940351496024
2326,87,22,1,28,8,15.885,5.8,25.6749434323635
2327,88,16,28,25,8,4.415,3.8,26.2423361476976
2328,88,16,28,25,8,4.415,5.8,26.2777506740135
2329,88,16,28,25,8,7.185,3.8,26.3624021792664
2330,88,16,28,25,8,7.185,5.8,26.3845201789194
2331,88,16,28,25,8,10.185,3.8,26.4538583779841
2332,88,16,28,25,8,13.175,5.8,26.3944627635389
2333,88,16,28,25,8,15.885,3.8,26.2363846309572
2334,88,16,28,25,8,15.885,5.8,26.2434379555388
2335,89,20,29,28,8,4.415,3.8,28.9123513340248
2336,89,20,29,28,8,4.415,5.8,28.9859171621827
2337,89,20,29,28,8,7.185,3.8,29.0958604991767
2338,89,20,29,28,8,7.185,5.8,29.1121571041955
2339,89,20,29,28,8,10.185,3.8,29.1897571796796
2340,89,20,29,28,8,13.175,5.8,29.1424390421523
2341,89,20,29,28,8,15.885,3.8,28.9577879228517
2342,89,20,29,28,8,15.885,5.8,28.9547046811432
2343,90,20,24,28,8,4.415,3.8,28.4781258676757
2344,90,20,24,28,8,4.415,5.8,28.4690529418413
2345,90,20,24,28,8,7.185,3.8,28.6326995026264
2346,90,20,24,28,8,7.185,5.8,28.6591724682966
2347,90,20,24,28,8,10.185,3.8,28.7833508916957
2348,90,20,24,28,8,13.175,5.8,28.6613453136177
2349,90,20,24,28,8,15.885,3.8,28.4486119233781
2350,90,20,24,28,8,15.885,5.8,28.4688792783664
2351,91,17,23,21,8,4.415,3.8,22.3319032366954
2352,91,17,23,21,8,4.415,5.8,22.3756780764419
2353,91,17,23,21,8,7.185,3.8,22.5198781892914
2354,91,17,23,21,8,7.185,5.8,22.5531408434887
2355,91,17,23,21,8,10.185,3.8,22.5794977060856
2356,91,17,23,21,8,13.175,5.8,22.5273466955945
2357,91,17,23,21,8,15.885,3.8,22.3336236989953
2358,91,17,23,21,8,15.885,5.8,22.3456602838473
2359,92,16,29,22,8,4.415,3.8,23.6779055439799
2360,92,16,29,22,8,4.415,5.8,23.6844738707599
2361,92,16,29,22,8,7.185,3.8,23.7547290030768
2362,92,16,29,22,8,7.185,5.8,23.7255616565025
2363,92,16,29,22,8,10.185,3.8,23.8381628005404
2364,92,16,29,22,8,13.175,5.8,23.7824499868407
2365,92,16,29,22,8,15.885,3.8,23.6505353381992
2366,92,16,29,22,8,15.885,5.8,23.6215754386834
2367,93,12,7,23,8,4.415,3.8,22.9096649471354
2368,93,12,7,23,8,4.415,5.8,23.0849691078055
2369,93,12,7,23,8,7.185,3.8,22.8708880757376
2370,93,12,7,23,8,7.185,5.8,23.0844483208573
2371,93,12,7,23,8,10.185,3.8,23.1078103196281
2372,93,12,7,23,8,13.175,5.8,22.8953137444826
2373,93,12,7,23,8,15.885,3.8,22.9535630094793
2374,93,12,7,23,8,15.885,5.8,22.6528288781776
2375,94,14,20,24,8,4.415,3.8,24.7226088120056
2376,94,14,20,24,8,4.415,5.8,24.7789692832519
2377,94,14,20,24,8,7.185,3.8,25.0700526552152
2378,94,14,20,24,8,7.185,5.8,25.1155166395422
2379,94,14,20,24,8,10.185,3.8,25.0909023102321
2380,94,14,20,24,8,13.175,5.8,25.0236942691035
2381,94,14,20,24,8,15.885,3.8,24.7504113489451
2382,94,14,20,24,8,15.885,5.8,24.782754090785
2383,95,12,5,23,8,4.415,3.8,22.9201481613573
2384,95,12,5,23,8,4.415,5.8,22.9952768421531
2385,95,12,5,23,8,7.185,3.8,22.9854248099306
2386,95,12,5,23,8,7.185,5.8,23.0025000568674
2387,95,12,5,23,8,10.185,3.8,23.0261855738682
2388,95,12,5,23,8,13.175,5.8,22.7387696742259
2389,95,12,5,23,8,15.885,3.8,22.8430173455093
2390,95,12,5,23,8,15.885,5.8,22.4975218483846
2391,96,21,29,27,8,4.415,3.8,28.0577404475852
2392,96,21,29,27,8,4.415,5.8,28.1196313837054
2393,96,21,29,27,8,7.185,3.8,28.2211069833407
2394,96,21,29,27,8,7.185,5.8,28.2383388262655
2395,96,21,29,27,8,10.185,3.8,28.3199255387071
2396,96,21,29,27,8,13.175,5.8,28.255576544989
2397,96,21,29,27,8,15.885,3.8,28.0994579904262
2398,96,21,29,27,8,15.885,5.8,28.0934351718431
2399,97,20,22,26,8,4.415,3.8,26.5579401073484
2400,97,20,22,26,8,4.415,5.8,26.5595963936602
2401,97,20,22,26,8,7.185,3.8,26.7323593377351
2402,97,20,22,26,8,7.185,5.8,26.7849271868811
2403,97,20,22,26,8,10.185,3.8,26.8870501229779
2404,97,20,22,26,8,13.175,5.8,26.7709401796918
2405,97,20,22,26,8,15.885,3.8,26.5410668949345
2406,97,20,22,26,8,15.885,5.8,26.5599747217137
2407,98,20,8,27,8,4.415,3.8,25.6531355455072
2408,98,20,8,27,8,4.415,5.8,26.1771378493739
2409,98,20,8,27,8,7.185,3.8,25.582925232734
2410,98,20,8,27,8,7.185,5.8,25.9144979599727
2411,98,20,8,27,8,10.185,3.8,25.9670095701055
2412,98,20,8,27,8,13.175,5.8,26.1159400499602
2413,98,20,8,27,8,15.885,3.8,25.965337886588
2414,98,20,8,27,8,15.885,5.8,25.810494793312
2415,99,17,6,23,8,4.415,3.8,22.2170019713728
2416,99,17,6,23,8,4.415,5.8,22.517816711399
2417,99,17,6,23,8,7.185,3.8,22.1011339318861
2418,99,17,6,23,8,7.185,5.8,22.5347832942999
2419,99,17,6,23,8,10.185,3.8,22.6012794347959
2420,99,17,6,23,8,13.175,5.8,22.7132850045451
2421,99,17,6,23,8,15.885,3.8,22.5851756321862
2422,99,17,6,23,8,15.885,5.8,22.4986244527934
2423,100,19,17,24,8,4.415,3.8,24.4198846400229
2424,100,19,17,24,8,4.415,5.8,24.4432673420719
2425,100,19,17,24,8,7.185,3.8,24.4981476973473
2426,100,19,17,24,8,7.185,5.8,24.5336482901803
2427,100,19,17,24,8,10.185,3.8,24.6750418767419
2428,100,19,17,24,8,13.175,5.8,24.5739505048863
2429,100,19,17,24,8,15.885,3.8,24.3426415474954
2430,100,19,17,24,8,15.885,5.8,24.3805362392368
2431,101,22,2,23,8,4.415,3.8,21.0116834791478
2432,101,22,2,23,8,4.415,5.8,21.7872420447754
2433,101,22,2,23,8,7.185,3.8,21.3420973159936
2434,101,22,2,23,8,7.185,5.8,21.5997722646125
2435,101,22,2,23,8,10.185,3.8,21.7863401541278
2436,101,22,2,23,8,13.175,5.8,21.8366081726819
2437,101,22,2,23,8,15.885,3.8,21.8384460992133
2438,101,22,2,23,8,15.885,5.8,21.544992592159
2439,102,11,4,21,8,4.415,3.8,21.0927754813339
2440,102,11,4,21,8,4.415,5.8,21.02611502011
2441,102,11,4,21,8,7.185,3.8,20.9792127213736
2442,102,11,4,21,8,7.185,5.8,20.9881795844668
2443,102,11,4,21,8,10.185,3.8,21.2384055357583
2444,102,11,4,21,8,13.175,5.8,21.3167018404998
2445,102,11,4,21,8,15.885,3.8,21.0954674435437
2446,102,11,4,21,8,15.885,5.8,21.1392957499614
2447,103,11,15,24,8,4.415,3.8,24.569161028236
2448,103,11,15,24,8,4.415,5.8,24.5511729992096
2449,103,11,15,24,8,7.185,3.8,24.8693776565867
2450,103,11,15,24,8,7.185,5.8,24.8964685292086
2451,103,11,15,24,8,10.185,3.8,24.827619324596
2452,103,11,15,24,8,13.175,5.8,24.815377053545
2453,103,11,15,24,8,15.885,3.8,24.4733612415008
2454,103,11,15,24,8,15.885,5.8,24.595128319936
2455,104,19,29,26,8,4.415,3.8,27.2025136667008
2456,104,19,29,26,8,4.415,5.8,27.2447350418313
2457,104,19,29,26,8,7.185,3.8,27.3294230752114
2458,104,19,29,26,8,7.185,5.8,27.3549757012796
2459,104,19,29,26,8,10.185,3.8,27.4297299150064
2460,104,19,29,26,8,13.175,5.8,27.3597725845856
2461,104,19,29,26,8,15.885,3.8,27.215017242898
2462,104,19,29,26,8,15.885,5.8,27.2186823671124
2463,105,13,25,26,8,4.415,3.8,26.8765742614865
2464,105,13,25,26,8,4.415,5.8,26.934694886185
2465,105,13,25,26,8,7.185,3.8,27.0985137977785
2466,105,13,25,26,8,7.185,5.8,27.1358181093449
2467,105,13,25,26,8,10.185,3.8,27.1662055523686
2468,105,13,25,26,8,13.175,5.8,27.1223975712031
2469,105,13,25,26,8,15.885,3.8,26.8949608511876
2470,105,13,25,26,8,15.885,5.8,26.9224682053485
2471,106,12,7,25,8,4.415,3.8,24.7674400657831
2472,106,12,7,25,8,4.415,5.8,24.8192618662559
2473,106,12,7,25,8,7.185,3.8,24.4413072974712
2474,106,12,7,25,8,7.185,5.8,24.8057365165106
2475,106,12,7,25,8,10.185,3.8,24.8051908413168
2476,106,12,7,25,8,13.175,5.8,24.6078871794958
2477,106,12,7,25,8,15.885,3.8,24.7088671234343
2478,106,12,7,25,8,15.885,5.8,24.3907944805096
2479,107,22,31,25,8,4.415,3.8,26.5609538971349
2480,107,22,31,25,8,4.415,5.8,26.5896908916147
2481,107,22,31,25,8,7.185,3.8,26.651412337065
2482,107,22,31,25,8,7.185,5.8,26.6401780577249
2483,107,22,31,25,8,10.185,3.8,26.7428264584389
2484,107,22,31,25,8,13.175,5.8,26.6810914746292
2485,107,22,31,25,8,15.885,3.8,26.5846131032963
2486,107,22,31,25,8,15.885,5.8,26.5539048009668
2487,108,21,27,25,8,4.415,3.8,26.1471549936279
2488,108,21,27,25,8,4.415,5.8,26.2103344080597
2489,108,21,27,25,8,7.185,3.8,26.3249858655614
2490,108,21,27,25,8,7.185,5.8,26.3493365440689
2491,108,21,27,25,8,10.185,3.8,26.4175905145718
2492,108,21,27,25,8,13.175,5.8,26.3490239177297
2493,108,21,27,25,8,15.885,3.8,26.1801706580949
2494,108,21,27,25,8,15.885,5.8,26.183209197541
2495,109,20,12,20,8,4.415,3.8,20.5040462130934
2496,109,20,12,20,8,4.415,5.8,20.5013752583374
2497,109,20,12,20,8,7.185,3.8,20.5693423424369
2498,109,20,12,20,8,7.185,5.8,20.6068675420991
2499,109,20,12,20,8,10.185,3.8,20.7517966145954
2500,109,20,12,20,8,13.175,5.8,20.6479550992419
2501,109,20,12,20,8,15.885,3.8,20.3826653580786
2502,109,20,12,20,8,15.885,5.8,20.4332792739261
2503,110,16,12,21,8,4.415,3.8,21.4906232684822
2504,110,16,12,21,8,4.415,5.8,21.4845847740912
2505,110,16,12,21,8,7.185,3.8,21.8164449903626
2506,110,16,12,21,8,7.185,5.8,21.7795727994807
2507,110,16,12,21,8,10.185,3.8,21.7397083373432
2508,110,16,12,21,8,13.175,5.8,21.7032879360681
2509,110,16,12,21,8,15.885,3.8,21.3905348077499
2510,110,16,12,21,8,15.885,5.8,21.4677800232087
2511,111,16,22,23,8,4.415,3.8,23.9786883544868
2512,111,16,22,23,8,4.415,5.8,24.0444518834086
2513,111,16,22,23,8,7.185,3.8,24.217141711076
2514,111,16,22,23,8,7.185,5.8,24.2999379032968
2515,111,16,22,23,8,10.185,3.8,24.3070519868162
2516,111,16,22,23,8,13.175,5.8,24.2385826912574
2517,111,16,22,23,8,15.885,3.8,23.9987883047262
2518,111,16,22,23,8,15.885,5.8,24.0229752509868
2519,112,22,7,27,8,4.415,3.8,25.2447878835907
2520,112,22,7,27,8,4.415,5.8,25.9328238003775
2521,112,22,7,27,8,7.185,3.8,25.256233466496
2522,112,22,7,27,8,7.185,5.8,25.5986795146934
2523,112,22,7,27,8,10.185,3.8,25.7367052452622
2524,112,22,7,27,8,13.175,5.8,25.8663226642363
2525,112,22,7,27,8,15.885,3.8,25.5660667459435
2526,112,22,7,27,8,15.885,5.8,25.4777063351685
2527,113,19,28,20,8,4.415,3.8,21.9004617353881
2528,113,19,28,20,8,4.415,5.8,21.8985196564399
2529,113,19,28,20,8,7.185,3.8,21.9823464398706
2530,113,19,28,20,8,7.185,5.8,21.9393778520526
2531,113,19,28,20,8,10.185,3.8,22.0679436537493
2532,113,19,28,20,8,13.175,5.8,22.0112634422622
2533,113,19,28,20,8,15.885,3.8,21.8796798374823
2534,113,19,28,20,8,15.885,5.8,21.8387695735852
2535,114,19,31,25,8,4.415,3.8,26.5193482698141
2536,114,19,31,25,8,4.415,5.8,26.5468443932663
2537,114,19,31,25,8,7.185,3.8,26.6014110956742
2538,114,19,31,25,8,7.185,5.8,26.5790472519825
2539,114,19,31,25,8,10.185,3.8,26.6869921484413
2540,114,19,31,25,8,13.175,5.8,26.6371093283973
2541,114,19,31,25,8,15.885,3.8,26.5238756300467
2542,114,19,31,25,8,15.885,5.8,26.5001519145794
2543,115,16,3,22,8,4.415,3.8,21.3466519765537
2544,115,16,3,22,8,4.415,5.8,21.5082529897748
2545,115,16,3,22,8,7.185,3.8,21.1048291396336
2546,115,16,3,22,8,7.185,5.8,21.441230332508
2547,115,16,3,22,8,10.185,3.8,21.5953980120123
2548,115,16,3,22,8,13.175,5.8,21.6282650691335
2549,115,16,3,22,8,15.885,3.8,21.5348262808225
2550,115,16,3,22,8,15.885,5.8,21.4440604494971
2551,116,18,17,26,8,4.415,3.8,25.72038911982
2552,116,18,17,26,8,4.415,5.8,26.0837470939456
2553,116,18,17,26,8,7.185,3.8,26.0324205117591
2554,116,18,17,26,8,7.185,5.8,26.0538726887373
2555,116,18,17,26,8,10.185,3.8,26.2542440823009
2556,116,18,17,26,8,13.175,5.8,26.1743302301999
2557,116,18,17,26,8,15.885,3.8,25.983818430168
2558,116,18,17,26,8,15.885,5.8,26.0013854124194
2559,117,22,29,20,8,4.415,3.8,22.0451768143026
2560,117,22,29,20,8,4.415,5.8,22.036167999878
2561,117,22,29,20,8,7.185,3.8,22.1375112458041
2562,117,22,29,20,8,7.185,5.8,22.0714528214928
2563,117,22,29,20,8,10.185,3.8,22.1994585387718
2564,117,22,29,20,8,13.175,5.8,22.140115902318
2565,117,22,29,20,8,15.885,3.8,22.0512083432155
2566,117,22,29,20,8,15.885,5.8,21.9925270380786
2567,118,16,1,26,8,4.415,3.8,24.6097885987725
2568,118,16,1,26,8,4.415,5.8,24.9622562325422
2569,118,16,1,26,8,7.185,3.8,24.4685626650248
2570,118,16,1,26,8,7.185,5.8,24.5241940504489
2571,118,16,1,26,8,10.185,3.8,24.8193047347409
2572,118,16,1,26,8,13.175,5.8,24.402835608967
2573,118,16,1,26,8,15.885,3.8,24.9908283108584
2574,118,16,1,26,8,15.885,5.8,24.0776413794111
2575,119,16,26,26,8,4.415,3.8,26.9256080405427
2576,119,16,26,26,8,4.415,5.8,26.9958587686128
2577,119,16,26,26,8,7.185,3.8,27.1350864114603
2578,119,16,26,26,8,7.185,5.8,27.1694914494837
2579,119,16,26,26,8,10.185,3.8,27.2136911250298
2580,119,16,26,26,8,13.175,5.8,27.1715524895122
2581,119,16,26,26,8,15.885,3.8,26.9524449196361
2582,119,16,26,26,8,15.885,5.8,26.9748637862476
2583,120,27,8,26,8,4.415,3.8,24.1380470607724
2584,120,27,8,26,8,4.415,5.8,24.8088723410785
2585,120,27,8,26,8,7.185,3.8,24.1609013884197
2586,120,27,8,26,8,7.185,5.8,24.4106245970078
2587,120,27,8,26,8,10.185,3.8,24.6880520697052
2588,120,27,8,26,8,13.175,5.8,24.794532473631
2589,120,27,8,26,8,15.885,3.8,24.6827277101322
2590,120,27,8,26,8,15.885,5.8,24.2136427490782
2591,121,18,15,25,8,4.415,3.8,25.0680380539
2592,121,18,15,25,8,4.415,5.8,25.0807320767898
2593,121,18,15,25,8,7.185,3.8,25.1613547165284
2594,121,18,15,25,8,7.185,5.8,25.0597022405354
2595,121,18,15,25,8,10.185,3.8,25.2841339988258
2596,121,18,15,25,8,13.175,5.8,25.2705978538925
2597,121,18,15,25,8,15.885,3.8,25.0352704801942
2598,121,18,15,25,8,15.885,5.8,25.0660692825846
2599,122,23,3,21,8,4.415,3.8,19.7525941809898
2600,122,23,3,21,8,4.415,5.8,20.366747771356
2601,122,23,3,21,8,7.185,3.8,19.8121591685829
2602,122,23,3,21,8,7.185,5.8,20.0195125202752
2603,122,23,3,21,8,10.185,3.8,20.2101343650089
2604,122,23,3,21,8,13.175,5.8,20.2823903172498
2605,122,23,3,21,8,15.885,3.8,19.9218318206075
2606,122,23,3,21,8,15.885,5.8,20.0420008982453
2607,123,17,8,24,8,4.415,3.8,23.450454452833
2608,123,17,8,24,8,4.415,5.8,23.6907090225491
2609,123,17,8,24,8,7.185,3.8,23.2821039691531
2610,123,17,8,24,8,7.185,5.8,23.6397004223219
2611,123,17,8,24,8,10.185,3.8,23.5931611000081
2612,123,17,8,24,8,13.175,5.8,23.7302716741853
2613,123,17,8,24,8,15.885,3.8,23.6022388496467
2614,123,17,8,24,8,15.885,5.8,23.5390056978994
2615,124,17,15,25,8,4.415,3.8,25.0098625976817
2616,124,17,15,25,8,4.415,5.8,25.0964714306208
2617,124,17,15,25,8,7.185,3.8,25.0743640208455
2618,124,17,15,25,8,7.185,5.8,25.0656908275079
2619,124,17,15,25,8,10.185,3.8,25.1946117270292
2620,124,17,15,25,8,13.175,5.8,25.200736553948
2621,124,17,15,25,8,15.885,3.8,25.0240222254889
2622,124,17,15,25,8,15.885,5.8,25.0399872987286
2623,125,16,8,20,8,4.415,3.8,20.1938641948892
2624,125,16,8,20,8,4.415,5.8,20.2486634500049
2625,125,16,8,20,8,7.185,3.8,20.0547926227537
2626,125,16,8,20,8,7.185,5.8,20.2374481554043
2627,125,16,8,20,8,10.185,3.8,20.317845516038
2628,125,16,8,20,8,13.175,5.8,20.3759255489145
2629,125,16,8,20,8,15.885,3.8,20.1809422815372
2630,125,16,8,20,8,15.885,5.8,20.1743894297398
2631,126,11,6,21,8,4.415,3.8,21.3098700683253
2632,126,11,6,21,8,4.415,5.8,21.3849332331945
2633,126,11,6,21,8,7.185,3.8,21.3104254765833
2634,126,11,6,21,8,7.185,5.8,21.489143241394
2635,126,11,6,21,8,10.185,3.8,21.4140140565407
2636,126,11,6,21,8,13.175,5.8,21.487880425312
2637,126,11,6,21,8,15.885,3.8,21.2680244123029
2638,126,11,6,21,8,15.885,5.8,21.2708367328105
2639,127,19,3,23,8,4.415,3.8,21.6362232909763
2640,127,19,3,23,8,4.415,5.8,22.0332221257831
2641,127,19,3,23,8,7.185,3.8,21.7347367501021
2642,127,19,3,23,8,7.185,5.8,22.0360049599266
2643,127,19,3,23,8,10.185,3.8,22.2213038430295
2644,127,19,3,23,8,13.175,5.8,22.2724106518196
2645,127,19,3,23,8,15.885,3.8,22.1576279011587
2646,127,19,3,23,8,15.885,5.8,21.9025426434567
2647,128,17,16,24,8,4.415,3.8,24.4135949882555
2648,128,17,16,24,8,4.415,5.8,24.4146325209703
2649,128,17,16,24,8,7.185,3.8,24.5316617503946
2650,128,17,16,24,8,7.185,5.8,24.5671171325889
2651,128,17,16,24,8,10.185,3.8,24.6422296228724
2652,128,17,16,24,8,13.175,5.8,24.5645294403419
2653,128,17,16,24,8,15.885,3.8,24.2807252812304
2654,128,17,16,24,8,15.885,5.8,24.3611471507067
2655,129,17,23,23,8,4.415,3.8,24.0513361300214
2656,129,17,23,23,8,4.415,5.8,24.1239402650421
2657,129,17,23,23,8,7.185,3.8,24.2814367949703
2658,129,17,23,23,8,7.185,5.8,24.3405702386823
2659,129,17,23,23,8,10.185,3.8,24.3610683293026
2660,129,17,23,23,8,13.175,5.8,24.3018473863325
2661,129,17,23,23,8,15.885,3.8,24.0792703739272
2662,129,17,23,23,8,15.885,5.8,24.1021252182574
2663,130,16,3,24,8,4.415,3.8,22.723043045204
2664,130,16,3,24,8,4.415,5.8,23.3549862960961
2665,130,16,3,24,8,7.185,3.8,22.9405145490276
2666,130,16,3,24,8,7.185,5.8,23.2879178193633
2667,130,16,3,24,8,10.185,3.8,23.2847527605041
2668,130,16,3,24,8,13.175,5.8,23.2981303103057
2669,130,16,3,24,8,15.885,3.8,23.1949307829904
2670,130,16,3,24,8,15.885,5.8,23.0803601643109
2671,131,19,24,25,8,4.415,3.8,25.8591629610902
2672,131,19,24,25,8,4.415,5.8,25.9474031514104
2673,131,19,24,25,8,7.185,3.8,26.0929908852551
2674,131,19,24,25,8,7.185,5.8,26.1670347309711
2675,131,19,24,25,8,10.185,3.8,26.2001379308829
2676,131,19,24,25,8,13.175,5.8,26.1275946939114
2677,131,19,24,25,8,15.885,3.8,25.8884433536666
2678,131,19,24,25,8,15.885,5.8,25.9123422029606
2679,132,15,2,27,8,4.415,3.8,25.6412350174033
2680,132,15,2,27,8,4.415,5.8,25.8144274735748
2681,132,15,2,27,8,7.185,3.8,25.0919000259856
2682,132,15,2,27,8,7.185,5.8,25.6538793828098
2683,132,15,2,27,8,10.185,3.8,25.5650103481488
2684,132,15,2,27,8,13.175,5.8,25.2907523640746
2685,132,15,2,27,8,15.885,3.8,25.8599714279491
2686,132,15,2,27,8,15.885,5.8,25.0192749261557
2687,133,18,16,24,8,4.415,3.8,24.3691986985997
2688,133,18,16,24,8,4.415,5.8,24.3761843620877
2689,133,18,16,24,8,7.185,3.8,24.43014680807
2690,133,18,16,24,8,7.185,5.8,24.465236880648
2691,133,18,16,24,8,10.185,3.8,24.6046096524664
2692,133,18,16,24,8,13.175,5.8,24.5040293236274
2693,133,18,16,24,8,15.885,3.8,24.2870767182776
2694,133,18,16,24,8,15.885,5.8,24.3100455429129
2695,134,15,13,23,8,4.415,3.8,23.2401299214798
2696,134,15,13,23,8,4.415,5.8,23.3560316427919
2697,134,15,13,23,8,7.185,3.8,23.2603739971568
2698,134,15,13,23,8,7.185,5.8,23.3665529715596
2699,134,15,13,23,8,10.185,3.8,23.4389201039489
2700,134,15,13,23,8,13.175,5.8,23.4570583366489
2701,134,15,13,23,8,15.885,3.8,23.3046509653084
2702,134,15,13,23,8,15.885,5.8,23.2743692630667
2703,135,11,9,28,8,4.415,3.8,27.5461912455438
2704,135,11,9,28,8,4.415,5.8,27.3294318856653
2705,135,11,9,28,8,7.185,3.8,27.254972137841
2706,135,11,9,28,8,7.185,5.8,27.2516580242052
2707,135,11,9,28,8,10.185,3.8,27.5071089813521
2708,135,11,9,28,8,13.175,5.8,27.2913636437668
2709,135,11,9,28,8,15.885,3.8,27.8077051485907
2710,135,11,9,28,8,15.885,5.8,27.4640390607811
2711,136,23,9,28,8,4.415,3.8,26.2175791130028
2712,136,23,9,28,8,4.415,5.8,26.771270111478
2713,136,23,9,28,8,7.185,3.8,26.2864649186919
2714,136,23,9,28,8,7.185,5.8,26.4854981645618
2715,136,23,9,28,8,10.185,3.8,26.6844280746495
2716,136,23,9,28,8,13.175,5.8,26.8191580733476
2717,136,23,9,28,8,15.885,3.8,26.624132394488
2718,136,23,9,28,8,15.885,5.8,26.4609954606212
2719,137,21,30,20,8,4.415,3.8,22.1020926140271
2720,137,21,30,20,8,4.415,5.8,22.0802887232091
2721,137,21,30,20,8,7.185,3.8,22.1823207646312
2722,137,21,30,20,8,7.185,5.8,22.1023293373451
2723,137,21,30,20,8,10.185,3.8,22.2509585852426
2724,137,21,30,20,8,13.175,5.8,22.1793301309074
2725,137,21,30,20,8,15.885,3.8,22.1109845528624
2726,137,21,30,20,8,15.885,5.8,22.0350306894679
2727,138,20,2,28,8,4.415,3.8,26.4293824880623
2728,138,20,2,28,8,4.415,5.8,26.4732070040538
2729,138,20,2,28,8,7.185,3.8,25.9569705078218
2730,138,20,2,28,8,7.185,5.8,25.9198588298252
2731,138,20,2,28,8,10.185,3.8,25.8605586213353
2732,138,20,2,28,8,13.175,5.8,25.8894217092384
2733,138,20,2,28,8,15.885,3.8,25.3998930013088
2734,138,20,2,28,8,15.885,5.8,25.7382372405963
2735,139,14,5,27,8,4.415,3.8,25.7103852998061
2736,139,14,5,27,8,4.415,5.8,25.6794911822142
2737,139,14,5,27,8,7.185,3.8,25.5822903334936
2738,139,14,5,27,8,7.185,5.8,25.6922849259566
2739,139,14,5,27,8,10.185,3.8,26.0930373297225
2740,139,14,5,27,8,13.175,5.8,25.9828149593909
2741,139,14,5,27,8,15.885,3.8,25.9168797958781
2742,139,14,5,27,8,15.885,5.8,26.0049786482847
2743,140,12,14,27,8,4.415,3.8,26.9193301313629
2744,140,12,14,27,8,4.415,5.8,26.8778926684295
2745,140,12,14,27,8,7.185,3.8,26.7146426022956
2746,140,12,14,27,8,7.185,5.8,26.8043110739511
2747,140,12,14,27,8,10.185,3.8,26.9647504731545
2748,140,12,14,27,8,13.175,5.8,27.1350582618463
2749,140,12,14,27,8,15.885,3.8,26.9787080434493
2750,140,12,14,27,8,15.885,5.8,26.9520769820951
2751,141,20,25,25,8,4.415,3.8,25.9441773370283
2752,141,20,25,25,8,4.415,5.8,26.0286062708627
2753,141,20,25,25,8,7.185,3.8,26.1587435300827
2754,141,20,25,25,8,7.185,5.8,26.2283145711058
2755,141,20,25,25,8,10.185,3.8,26.2778622141199
2756,141,20,25,25,8,13.175,5.8,26.2196603366768
2757,141,20,25,25,8,15.885,3.8,25.9856226040724
2758,141,20,25,25,8,15.885,5.8,26.0005386032623
2759,142,20,2,21,8,4.415,3.8,20.2266568419599
2760,142,20,2,21,8,4.415,5.8,20.4738666197022
2761,142,20,2,21,8,7.185,3.8,20.2234235876349
2762,142,20,2,21,8,7.185,5.8,20.2047061528032
2763,142,20,2,21,8,10.185,3.8,20.3159465899735
2764,142,20,2,21,8,13.175,5.8,20.3862720142295
2765,142,20,2,21,8,15.885,3.8,20.3039152679651
2766,142,20,2,21,8,15.885,5.8,20.1840227190846
2767,143,16,12,24,8,4.415,3.8,24.0431372264597
2768,143,16,12,24,8,4.415,5.8,24.041759593458
2769,143,16,12,24,8,7.185,3.8,24.1971260586467
2770,143,16,12,24,8,7.185,5.8,24.0448716107686
2771,143,16,12,24,8,10.185,3.8,24.2927261269626
2772,143,16,12,24,8,13.175,5.8,24.2829692579238
2773,143,16,12,24,8,15.885,3.8,24.014097111179
2774,143,16,12,24,8,15.885,5.8,24.0553946347589
2775,144,19,26,27,8,4.415,3.8,27.773167278968
2776,144,19,26,27,8,4.415,5.8,27.8489978979829
2777,144,19,26,27,8,7.185,3.8,27.9766671773841
2778,144,19,26,27,8,7.185,5.8,28.0485001839776
2779,144,19,26,27,8,10.185,3.8,28.0973656514275
2780,144,19,26,27,8,13.175,5.8,28.0332257689709
2781,144,19,26,27,8,15.885,3.8,27.8011838652145
2782,144,19,26,27,8,15.885,5.8,27.8256010831147
2783,145,22,27,25,8,4.415,3.8,26.1445912367686
2784,145,22,27,25,8,4.415,5.8,26.214907082134
2785,145,22,27,25,8,7.185,3.8,26.3236399796394
2786,145,22,27,25,8,7.185,5.8,26.3531180664208
2787,145,22,27,25,8,10.185,3.8,26.4254032267796
2788,145,22,27,25,8,13.175,5.8,26.352531525468
2789,145,22,27,25,8,15.885,3.8,26.1918717561065
